ID	PhotoDate	PhotoTime	Cohort	Arm          Upper	Arm          Lower	Leg             Upper	Leg             Lower	Head               Length	Head Width	Trunk Length	Trunk Width	Tail Length	Tail Width	
DSCN3330.JPG	6/2/2013	2147	3	4.459332686	4.307947655	2.261871791	5.72514812	10.02509197	8.853338466	27.17437147	8.270666237	35.38705775	5.440435369	
DSCN3331.JPG	6/2/2013	2155	3	3.8732964	4.701843256	3.006401503	4.613392786	8.202877544	8.636589199	28.36821281	7.840930876	37.05489216	5.005175322	
DSCN3332.JPG	6/2/2013	2159	3	3.764407257	5.851936517	3.462416064	5.603999286	10.75728376	8.958009824	30.58192481	9.563036808	40.6	6.053581172	
DSCN3333.JPG	6/2/2013	2200	3	5.009003594	5.024717007	3.288440664	6.312768806	9.04893386	9.47853053	32.21225942	10.25878765	42.537	5.810930734	
DSCN3334.JPG	6/2/2013	2205	3	4.406131183	4.423312107	2.9497705	4.751899094	7.197285113	7.55919288	24.209057	6.35611611	23.879	4.105044945	
DSCN3335.JPG	6/2/2013	2209	3	3.654636644	3.574348892	1.687498148	4.178639492	6.368841417	7.005014918	19.77087588	4.631533871	20.284	3.108504464	
DSCN3336.JPG	6/2/2013	2216	3	3.920593067	5.003084049	3.084367844	5.663885945	8.439779677	8.465531171	27.02650214	7.712215376	34.574	4.692264272	
DSCN3337.JPG	6/2/2013	2219	3	4.247131032	4.32465883	3.066391528	4.412221323	8.316049543	9.133443655	30.59441835	9.827189883	42.87835026	6.158374542	
DSCN3338.JPG	6/2/2013	2221	3	4.092013807	4.202336136	2.382016793	4.806558852	8.437133696	9.058283336	30.72263303	9.017871146	42.54066484	6.07797022	
DSCN3339.JPG	6/2/2013	2228	3	4.207372696	4.334727788	3.122925712	4.622372226	7.016038341	7.427388841	23.75625612	6.345544579	29.30032003	4.161723201	
P1030214.JPG	6/2/2013	2233	3	3.903452959	3.806488145	2.314	4.159884614	6.837331716	7.366225424	21.26894527	6.389423526	28.25805549	3.849589718	
P1030215.JPG	6/2/2013	2236	3	4.2650864	4.603282307	3.712510875	5.249720469	8.316549765	8.394829004	27.88932312	8.413513238	35.634	4.644207144	
P1030216.JPG	6/2/2013	2242	3	5.291733648	5.350164297	3.605727804	5.978963957	9.010654249	8.907308684	32.43418952	9.929438101	44.22974087	5.568525209	
P1030217.JPG	6/2/2013	2245	3	3.813364525	4.586411342	3.283969092	5.625706178	7.904081098	8.500753967	27.80090425	8.522210629	36.307	5.354856674	
P1030218.JPG	6/2/2013	2247	3	4.649415555	5.652329166	3.543602687	5.820242693	8.719030336	8.86661198	31.64283984	8.71130989	40.85	5.88227252	
P1030219.JPG	6/2/2013	2253	3	4.231239298	4.571079741	2.611775067	5.316071106	7.190319117	8.086627604	25.37988511	7.328362709	33.95741127	4.764	
P1030220.JPG	6/2/2013	2257	3	4.375498257	4.113107341	2.618757912	5.048629319	8.031505525	7.869016266	23.06169892	7.568016913	30.582	4.540976657	
P1030221.JPG	6/2/2013	2300	3	4.012841512	4.185988055	3.196192892	5.405708187	8.063767978	8.55769157	28.99994655	7.807236707	36.511	4.777241149	
P1030222.JPG	6/2/2013	2304	3	3.860791888	4.26567943	3.199840621	4.298200786	6.5961535	7.323612292	22.60636125	6.394774429	22.327	3.775532413	
P1030223.JPG	6/2/2013	2308	3	3.64895163	4.135495375	2.410034232	4.722275934	6.660180928	7.215114829	21.33036151	6.2500036	23.9615458	4.152973031	
P1030224.JPG	6/2/2013	2310	3	4.916071806	5.411040288	3.612037652	5.697812299	8.297898589	8.619963167	29.71295416	8.78581476	39.787	5.346879931	
P1030225.JPG	6/2/2013	2315	3	4.793254635	4.090700185	3.268499656	5.261196157	7.55847736	8.080679984	25.08956405	8.361868511	30.876	4.604064509	
P1030226.JPG	6/2/2013	2317	3	4.371439694	4.736076435	3.230278161	5.252938416	7.555688982	8.251051872	23.21787228	7.072129594	26.34963415	4.469222751	
P1030227.JPG	6/2/2013	2319	3	3.835919838	3.988403189	2.129519429	4.990958726	6.786207262	7.421588577	22.51458998	5.776779812	24.79041783	4.140975368	
