Date	Julian Date	Trial	Camera	Arena	Meta_Date	Meta_Julian	Box	Tank	UID
6/10/2013	161	1	1	BL	6/9/2013	160	19-C	19	19-C_2013_6_9
6/10/2013	161	1	2	BL	6/9/2013	160	6-C	6	6-C_2013_6_9
6/10/2013	161	1	3	BL	6/9/2013	160	32-A	32	32-A_2013_6_9
6/10/2013	161	1	4	BL	6/7/2013	158	4	4	4_2013_6_7
6/10/2013	161	1	5	BL	6/7/2013	158	35-D	35	35-D_2013_6_7
6/10/2013	161	1	6	BL	6/7/2013	158	32	32	32_2013_6_7
6/10/2013	161	1	7	BL	6/7/2013	158	6-A	6	6-A_2013_6_7
6/10/2013	161	1	8	BL	6/7/2013	158	38-E	38	38-E_2013_6_7
6/10/2013	161	1	9	BL	6/7/2013	158	13	13	13_2013_6_7
6/10/2013	161	2	1	BL	6/9/2013	160	43-A	43	43-A_2013_6_9
6/10/2013	161	2	2	BL	6/3/2013	154	35-C	35	35-C_2013_6_3
6/10/2013	161	2	4	BL	6/9/2013	160	49-A	49	49-A_2013_6_9
6/10/2013	161	2	5	BL	6/9/2013	160	19-B	19	19-B_2013_6_9
6/10/2013	161	2	6	BL	6/9/2013	160	49-E	49	49-E_2013_6_9
6/10/2013	161	2	7	BL	6/3/2013	154	35-G	35	35-G_2013_6_3
6/10/2013	161	2	8	BL	6/9/2013	160	16-C	16	16-C_2013_6_9
6/10/2013	161	2	9	BL	6/9/2013	160	46-C	46	46-C_2013_6_9
6/14/2013	165	1	1	BL	6/13/2013	164	15A	15A	15A_2013_6_13
6/14/2013	165	1	4	BL	6/13/2013	164	6-A	6	6-A_2013_6_13
6/14/2013	165	1	5	BL	6/13/2013	164	104	104	104_2013_6_13
6/14/2013	165	1	6	BL	6/13/2013	164	46-A	46	46-A_2013_6_13
6/14/2013	165	1	7	BL	6/13/2013	164	115-C	115	115-C_2013_6_13
6/14/2013	165	1	8	BL	6/13/2013	164	12A-B	12A	12A-B_2013_6_13
6/14/2013	165	1	9	BL	6/13/2013	164	35-B	35	35-B_2013_6_13
6/16/2013	167	1	1	BL	6/15/2013	166	113-B	113	113-B_2013_6_15
6/16/2013	167	1	2	BL	6/15/2013	166	45-A	45	45-A_2013_6_15
6/16/2013	167	1	3	BL	6/15/2013	166	113-A	113	113-A_2013_6_15
6/16/2013	167	1	4	BL	6/15/2013	166	19-C	19	19-C_2013_6_15
6/16/2013	167	1	5	BL	6/15/2013	166	101-C	101	101-C_2013_6_15
6/16/2013	167	1	6	BL	6/15/2013	166	100-A	100	100-A_2013_6_15
6/16/2013	167	1	7	BL	6/15/2013	166	6-B	6	6-B_2013_6_15
6/16/2013	167	1	8	BL	6/15/2013	166	46-A	46	46-A_2013_6_15
6/16/2013	167	1	9	BL	6/15/2013	166	6-C	6	6-C_2013_6_15
6/18/2013	169	1	1	BL	6/17/2013	168	114-A	114	114-A_2013_6_17
6/18/2013	169	1	2	BL	6/15/2013	166	6-A	6	6-A_2013_6_15
6/18/2013	169	1	3	BL	6/17/2013	168	103	103	103_2013_6_17
6/18/2013	169	1	4	BL	6/15/2013	166	6A	6A	6A_2013_6_15
6/18/2013	169	1	5	BL	6/15/2013	166	104	104	104_2013_6_15
6/18/2013	169	1	6	BL	6/17/2013	168	105-A	105	105-A_2013_6_17
6/18/2013	169	1	7	BL	6/15/2013	166	45-G	45	45-G_2013_6_15
6/18/2013	169	1	8	BL	6/15/2013	166	13-A	13	13-A_2013_6_15
6/18/2013	169	1	9	BL	6/17/2013	168	115-B	115	115-B_2013_6_17
6/22/2013	173	1	1	BL	6/21/2013	172	112-C	112	112-C_2013_6_21
6/22/2013	173	1	2	BL	6/21/2013	172	46-A	46	46-A_2013_6_21
6/22/2013	173	1	3	BL	6/21/2013	172	6-A	6	6-A_2013_6_21
6/22/2013	173	1	4	BL	6/21/2013	172	106-A	106	106-A_2013_6_21
6/22/2013	173	1	5	BL	6/21/2013	172	109	109	109_2013_6_21
6/22/2013	173	1	6	BL	6/19/2013	170	112-A	112	112-A_2013_6_19
6/22/2013	173	1	7	BL	6/21/2013	172	4-A	4	4-A_2013_6_21
6/22/2013	173	1	8	BL	6/19/2013	170	100-A	100	100-A_2013_6_19
6/22/2013	173	1	9	BL	6/19/2013	170	117	117	117_2013_6_19
6/24/2013	175	1	1	BL	6/23/2013	174	101-B	101	101-B_2013_6_23
6/24/2013	175	1	2	BL	6/23/2013	174	32-A	32	32-A_2013_6_23
6/24/2013	175	1	3	BL	6/23/2013	174	117-A	117	117-A_2013_6_23
6/24/2013	175	1	4	BL	6/23/2013	174	16-A	16	16-A_2013_6_23
6/24/2013	175	1	5	BL	6/23/2013	174	9A-B	9A	9A-B_2013_6_23
6/24/2013	175	1	6	BL	6/23/2013	174	105	105	105_2013_6_23
6/24/2013	175	1	7	BL	6/23/2013	174	15A	15A	15A_2013_6_23
6/24/2013	175	1	8	BL	6/23/2013	174	13A-A	13A	13A-A_2013_6_23
6/24/2013	175	1	9	BL	6/23/2013	174	110	110	110_2013_6_23
6/24/2013	175	2	2	BL	6/23/2013	174	46-B	46	46-B_2013_6_23
6/24/2013	175	2	3	BL	6/23/2013	174	108-B	108	108-B_2013_6_23
6/24/2013	175	2	8	BL	6/23/2013	174	2A	2A	2A_2013_6_23
6/24/2013	175	2	9	BL	6/23/2013	174	103-B	103	103-B_2013_6_23
6/28/2013	179	1	1	BL	6/27/2013	178	117-B	117	117-B_2013_6_27
6/28/2013	179	1	2	BL	6/25/2013	176	15A-B	15A	15A-B_2013_6_25
6/28/2013	179	1	3	BL	6/27/2013	178	115-BA	115	115-BA_2013_6_27
6/28/2013	179	1	4	BL	6/25/2013	176	9A-D	9A	9A-D_2013_6_25
6/28/2013	179	1	5	BL	6/25/2013	176	9A-B	9A	9A-B_2013_6_25
6/28/2013	179	1	6	BL	6/27/2013	178	108	108	108_2013_6_27
6/28/2013	179	1	7	BL	6/27/2013	178	107-A	107	107-A_2013_6_27
6/28/2013	179	1	8	BL	6/27/2013	178	103-A	103	103-A_2013_6_27
6/28/2013	179	1	9	BL	6/27/2013	178	15A-A	15A	15A-A_2013_6_27
6/30/2013	181	1	1	BL	6/29/2013	180	4-C	4	4-C_2013_6_29
6/30/2013	181	1	2	BL	6/29/2013	180	104-B	104	104-B_2013_6_29
6/30/2013	181	1	3	BL	6/29/2013	180	32-A	32	32-A_2013_6_29
6/30/2013	181	1	4	BL	6/29/2013	180	119	119	119_2013_6_29
6/30/2013	181	1	5	BL	6/29/2013	180	46-C	46	46-C_2013_6_29
6/30/2013	181	1	6	BL	6/29/2013	180	32-B	32	32-B_2013_6_29
6/30/2013	181	1	7	BL	6/27/2013	178	113-A	113	113-A_2013_6_27
6/30/2013	181	1	8	BL	6/27/2013	178	101-A	101	101-A_2013_6_27
6/30/2013	181	1	9	BL	6/27/2013	178	46	46	46_2013_6_27
7/8/2013	188	1	2	BL	7/5/2013	186	15A	15A	15A_2013_7_5
7/8/2013	188	1	3	BL	7/5/2013	186	116	116	116_2013_7_5
7/8/2013	188	1	5	BL	7/3/2013	184	108-C	108	108-C_2013_7_3
7/8/2013	188	1	6	BL	7/3/2013	184	13	13	13_2013_7_3
7/8/2013	188	1	8	BL	7/7/2013	188	112	112	112_2013_7_7
7/8/2013	188	1	9	BL	7/3/2013	184	108-A	108	108-A_2013_7_3
7/10/2013	190	1	2	BL	7/9/2013	190	109	109	109_2013_7_9
7/10/2013	190	1	3	BL	7/9/2013	190	108-A	108	108-A_2013_7_9
6/2/2013	153	1	1	BR	5/26/2013	146	8A-B	8A	8A-B_2013_5_26
6/2/2013	153	1	2	BR	5/26/2013	146	1A-A	1A	1A-A_2013_5_26
6/2/2013	153	1	3	BR	5/26/2013	146	4A-B	4A	4A-B_2013_5_26
6/2/2013	153	1	4	BR	5/26/2013	146	18A	18A	18A_2013_5_26
6/2/2013	153	1	5	BR	5/21/2013	141	18A-A	18A	18A-A_2013_5_21
6/2/2013	153	1	6	BR	5/22/2013	142	17A-A	17A	17A-A_2013_5_22
6/2/2013	153	1	7	BR	5/26/2013	146	5A	5A	5A_2013_5_26
6/2/2013	153	1	8	BR	5/26/2013	146	3A-B	3A	3A-B_2013_5_26
6/2/2013	153	1	9	BR	5/24/2013	144	18A-A	18A	18A-A_2013_5_24
6/2/2013	153	2	1	BR	5/26/2013	146	4A-C	4A	4A-C_2013_5_26
6/2/2013	153	2	2	BR	5/28/2013	148	19A	19A	19A_2013_5_28
6/2/2013	153	2	3	BR	5/28/2013	148	12A	12A	12A_2013_5_28
6/2/2013	153	2	4	BR	5/28/2013	148	8A-C	8A	8A-C_2013_5_28
6/2/2013	153	2	5	BR	5/28/2013	148	3A-B	3A	3A-B_2013_5_28
6/2/2013	153	2	6	BR	5/28/2013	148	8A	8A	8A_2013_5_28
6/2/2013	153	2	7	BR	5/26/2013	146	4A-A	4A	4A-A_2013_5_26
6/2/2013	153	2	8	BR	5/26/2013	146	17A-BA	17A	17A-BA_2013_5_26
6/2/2013	153	2	9	BR	5/26/2013	146	5A-C	5A	5A-C_2013_5_26
6/3/2013	154	1	1	BR	5/30/2013	150	41	41	41_2013_5_30
6/3/2013	154	1	2	BR	5/30/2013	150	43-A	43	43-A_2013_5_30
6/3/2013	154	1	3	BR	5/30/2013	150	32-AB	32	32-AB_2013_5_30
6/3/2013	154	1	4	BR	5/30/2013	150	9-D	9	9-D_2013_5_30
6/3/2013	154	1	5	BR	5/26/2013	146	43-B	43	43-B_2013_5_26
6/3/2013	154	1	6	BR	5/30/2013	150	13-C	13	13-C_2013_5_30
6/3/2013	154	1	7	BR	5/30/2013	150	13-F	13	13-F_2013_5_30
6/3/2013	154	1	8	BR	5/30/2013	150	7-A	7	7-A_2013_5_30
6/3/2013	154	1	9	BR	5/30/2013	150	12	12	12_2013_5_30
6/3/2013	154	2	1	BR	6/1/2013	152	35-E	35	35-E_2013_6_1
6/3/2013	154	2	2	BR	5/30/2013	150	16-D	16	16-D_2013_5_30
6/3/2013	154	2	3	BR	5/30/2013	150	13-E	13	13-E_2013_5_30
6/3/2013	154	2	4	BR	5/30/2013	150	16-F	16	16-F_2013_5_30
6/3/2013	154	2	5	BR	6/1/2013	152	19-A	19	19-A_2013_6_1
6/3/2013	154	2	6	BR	6/1/2013	152	4-A	4	4-A_2013_6_1
6/3/2013	154	2	7	BR	6/1/2013	152	43-A	43	43-A_2013_6_1
6/3/2013	154	2	8	BR	6/1/2013	152	9-A	9	9-A_2013_6_1
6/3/2013	154	2	9	BR	6/1/2013	152	43-B	43	43-B_2013_6_1
6/7/2013	158	1	1	BR	6/5/2013	156	42	42	42_2013_6_5
6/7/2013	158	1	2	BR	6/5/2013	156	46-C	46	46-C_2013_6_5
6/7/2013	158	1	3	BR	6/5/2013	156	38-C	38	38-C_2013_6_5
6/7/2013	158	1	4	BR	6/5/2013	156	9-F	9	9-F_2013_6_5
6/7/2013	158	1	5	BR	6/5/2013	156	41	41	41_2013_6_5
6/7/2013	158	1	6	BR	6/5/2013	156	36-A	36	36-A_2013_6_5
6/7/2013	158	1	7	BR	6/5/2013	156	34-B	34	34-B_2013_6_5
6/7/2013	158	1	8	BR	6/5/2013	156	46-A	46	46-A_2013_6_5
6/7/2013	158	1	9	BR	6/5/2013	156	36-B	36	36-B_2013_6_5
6/10/2013	161	1	1	BR	6/9/2013	160	28-A	28	28-A_2013_6_9
6/10/2013	161	1	2	BR	6/9/2013	160	46-E	46	46-E_2013_6_9
6/10/2013	161	1	3	BR	6/9/2013	160	6-A	6	6-A_2013_6_9
6/10/2013	161	1	4	BR	6/7/2013	158	6-B	6	6-B_2013_6_7
6/10/2013	161	1	5	BR	6/7/2013	158	35	35	35_2013_6_7
6/10/2013	161	1	6	BR	6/7/2013	158	18	18	18_2013_6_7
6/10/2013	161	1	7	BR	6/7/2013	158	16-B	16	16-B_2013_6_7
6/10/2013	161	1	8	BR	6/7/2013	158	35-B	35	35-B_2013_6_7
6/10/2013	161	1	9	BR	6/7/2013	158	14	14	14_2013_6_7
6/10/2013	161	2	1	BR	6/9/2013	160	25-A	25	25-A_2013_6_9
6/10/2013	161	2	2	BR	6/3/2013	154	34	34	34_2013_6_3
6/10/2013	161	2	4	BR	6/9/2013	160	6-B	6	6-B_2013_6_9
6/10/2013	161	2	5	BR	6/9/2013	160	38-A	38	38-A_2013_6_9
6/10/2013	161	2	6	BR	6/9/2013	160	32-B	32	32-B_2013_6_9
6/10/2013	161	2	7	BR	6/9/2013	160	38-B	38	38-B_2013_6_9
6/10/2013	161	2	8	BR	6/9/2013	160	16-B	16	16-B_2013_6_9
6/10/2013	161	2	9	BR	6/9/2013	160	38-E	38	38-E_2013_6_9
6/14/2013	165	1	1	BR	6/13/2013	164	6-B	6	6-B_2013_6_13
6/14/2013	165	1	2	BR	6/11/2013	162	100	100	100_2013_6_11
6/14/2013	165	1	4	BR	6/13/2013	164	35-A	35	35-A_2013_6_13
6/14/2013	165	1	5	BR	6/13/2013	164	100-D	100	100-D_2013_6_13
6/14/2013	165	1	7	BR	6/13/2013	164	115-A	115	115-A_2013_6_13
6/14/2013	165	1	8	BR	6/13/2013	164	100-C	100	100-C_2013_6_13
6/14/2013	165	1	9	BR	6/13/2013	164	102	102	102_2013_6_13
6/16/2013	167	1	1	BR	6/15/2013	166	46-C	46	46-C_2013_6_15
6/16/2013	167	1	2	BR	6/15/2013	166	45-C	45	45-C_2013_6_15
6/16/2013	167	1	3	BR	6/15/2013	166	46-B	46	46-B_2013_6_15
6/16/2013	167	1	4	BR	6/15/2013	166	19-B	19	19-B_2013_6_15
6/16/2013	167	1	5	BR	6/15/2013	166	19-A	19	19-A_2013_6_15
6/16/2013	167	1	6	BR	6/15/2013	166	100-D	100	100-D_2013_6_15
6/16/2013	167	1	7	BR	6/15/2013	166	49-A	49	49-A_2013_6_15
6/16/2013	167	1	8	BR	6/15/2013	166	38-A	38	38-A_2013_6_15
6/16/2013	167	1	9	BR	6/15/2013	166	17-A	17	17-A_2013_6_15
6/18/2013	169	1	1	BR	6/17/2013	168	105-B	105	105-B_2013_6_17
6/18/2013	169	1	2	BR	6/15/2013	166	35-A	35	35-A_2013_6_15
6/18/2013	169	1	3	BR	6/17/2013	168	114-B	114	114-B_2013_6_17
6/18/2013	169	1	4	BR	6/17/2013	168	46-B	46	46-B_2013_6_17
6/18/2013	169	1	5	BR	6/17/2013	168	46-A	46	46-A_2013_6_17
6/18/2013	169	1	6	BR	6/17/2013	168	13	13	13_2013_6_17
6/18/2013	169	1	7	BR	6/15/2013	166	6-D	6	6-D_2013_6_15
6/18/2013	169	1	8	BR	6/17/2013	168	6	6	6_2013_6_17
6/18/2013	169	1	9	BR	6/17/2013	168	117	117	117_2013_6_17
6/22/2013	173	1	1	BR	6/21/2013	172	112-D	112	112-D_2013_6_21
6/22/2013	173	1	2	BR	6/21/2013	172	108-A	108	108-A_2013_6_21
6/22/2013	173	1	3	BR	6/21/2013	172	35-A	35	35-A_2013_6_21
6/22/2013	173	1	4	BR	6/21/2013	172	2A	2A	2A_2013_6_21
6/22/2013	173	1	5	BR	6/21/2013	172	106-B	106	106-B_2013_6_21
6/22/2013	173	1	6	BR	6/19/2013	170	15A	15A	15A_2013_6_19
6/22/2013	173	1	7	BR	6/21/2013	172	108-B	108	108-B_2013_6_21
6/22/2013	173	1	8	BR	6/19/2013	170	105-A	105	105-A_2013_6_19
6/22/2013	173	1	9	BR	6/19/2013	170	12A	12A	12A_2013_6_19
6/24/2013	175	1	1	BR	6/23/2013	174	32-C	32	32-C_2013_6_23
6/24/2013	175	1	2	BR	6/23/2013	174	114	114	114_2013_6_23
6/24/2013	175	1	3	BR	6/23/2013	174	31	31	31_2013_6_23
6/24/2013	175	1	4	BR	6/23/2013	174	100-B	100	100-B_2013_6_23
6/24/2013	175	1	5	BR	6/23/2013	174	100-A	100	100-A_2013_6_23
6/24/2013	175	1	6	BR	6/23/2013	174	12A-D	12A	12A-D_2013_6_23
6/24/2013	175	1	7	BR	6/23/2013	174	13A-C	13A	13A-C_2013_6_23
6/24/2013	175	1	8	BR	6/23/2013	174	46-A	46	46-A_2013_6_23
6/24/2013	175	1	9	BR	6/23/2013	174	103-A	103	103-A_2013_6_23
6/24/2013	175	2	1	BR	6/23/2013	174	108-E	108	108-E_2013_6_23
6/24/2013	175	2	2	BR	6/23/2013	174	108-D	108	108-D_2013_6_23
6/24/2013	175	2	3	BR	6/23/2013	174	112-B	112	112-B_2013_6_23
6/24/2013	175	2	5	BR	6/23/2013	174	115	115	115_2013_6_23
6/24/2013	175	2	6	BR	6/23/2013	174	116	116	116_2013_6_23
6/24/2013	175	2	7	BR	6/23/2013	174	13A-B	13A	13A-B_2013_6_23
6/28/2013	179	1	1	BR	6/25/2013	176	108-B	108	108-B_2013_6_25
6/28/2013	179	1	2	BR	6/25/2013	176	107	107	107_2013_6_25
6/28/2013	179	1	3	BR	6/27/2013	178	117-C	117	117-C_2013_6_27
6/28/2013	179	1	4	BR	6/25/2013	176	12A-B	12A	12A-B_2013_6_25
6/28/2013	179	1	5	BR	6/27/2013	178	15A-B	15A	15A-B_2013_6_27
6/28/2013	179	1	6	BR	6/27/2013	178	106-C	106	106-C_2013_6_27
6/28/2013	179	1	7	BR	6/27/2013	178	115-B	115	115-B_2013_6_27
6/28/2013	179	1	8	BR	6/27/2013	178	4	4	4_2013_6_27
6/28/2013	179	1	9	BR	6/27/2013	178	106-B	106	106-B_2013_6_27
6/30/2013	181	1	1	BR	6/29/2013	180	106-B	106	106-B_2013_6_29
6/30/2013	181	1	2	BR	6/29/2013	180	102-B	102	102-B_2013_6_29
6/30/2013	181	1	3	BR	6/29/2013	180	4-B	4	4-B_2013_6_29
6/30/2013	181	1	4	BR	6/29/2013	180	46-A	46	46-A_2013_6_29
6/30/2013	181	1	5	BR	6/29/2013	180	118	118	118_2013_6_29
6/30/2013	181	1	6	BR	6/27/2013	178	112-A	112	112-A_2013_6_27
6/30/2013	181	1	7	BR	6/27/2013	178	111	111	111_2013_6_27
6/30/2013	181	1	8	BR	6/27/2013	178	101-B	101	101-B_2013_6_27
6/30/2013	181	1	9	BR	6/27/2013	178	117-A	117	117-A_2013_6_27
7/8/2013	189	1	1	BR	7/5/2013	186	108	108	108_2013_7_5
7/8/2013	189	1	2	BR	7/5/2013	186	100	100	100_2013_7_5
7/8/2013	189	1	3	BR	7/3/2013	184	4A-C	4A	4A-C_2013_7_3
7/8/2013	189	1	5	BR	7/3/2013	184	110	110	110_2013_7_3
7/8/2013	189	1	6	BR	7/3/2013	184	13A	13A	13A_2013_7_3
7/8/2013	189	1	8	BR	7/7/2013	188	46	46	46_2013_7_7
7/8/2013	189	1	9	BR	7/3/2013	184	4A-A	4A	4A-A_2013_7_3
7/10/2013	191	1	1	BR	7/9/2013	190	108	108	108_2013_7_9
7/10/2013	191	1	2	BR	7/9/2013	190	101	101	101_2013_7_9
7/10/2013	191	1	3	BR	7/9/2013	190	101-A	101	101-A_2013_7_9
6/4/2013	155	1	1	TL	5/30/2013	150	10A-A	10A	10A-A_2013_5_30
6/4/2013	155	1	2	TL	6/1/2013	152	13-D	13	13-D_2013_6_1
6/4/2013	155	1	3	TL	6/1/2013	152	4-B	4	4-B_2013_6_1
6/4/2013	155	1	4	TL	5/28/2013	148	8A-A	8A	8A-A_2013_5_28
6/4/2013	155	1	5	TL	5/30/2013	150	3A-B	3A	3A-B_2013_5_30
6/4/2013	155	1	6	TL	5/30/2013	150	17A-C	17A	17A-C_2013_5_30
6/4/2013	155	1	7	TL	5/30/2013	150	16A-C	16A	16A-C_2013_5_30
6/4/2013	155	1	8	TL	6/1/2013	152	13-B	13	13-B_2013_6_1
6/4/2013	155	1	9	TL	6/1/2013	152	12A-B	12A	12A-B_2013_6_1
6/4/2013	155	2	1	TL	6/1/2013	152	7A-A	7A	7A-A_2013_6_1
6/4/2013	155	2	2	TL	6/3/2013	154	35-F	35	35-F_2013_6_3
6/4/2013	155	2	3	TL	6/3/2013	154	12A-C	12A	4-D_2013_6_1
6/4/2013	155	2	4	TL	6/3/2013	154	12A	12A	12A-B_2013_6_3
6/4/2013	155	2	5	TL	6/3/2013	154	2A-A	2A	2A-A_2013_6_3
6/4/2013	155	2	6	TL	5/30/2013	150	16A-A	16A	16A-A_2013_5_30
6/4/2013	155	2	7	TL	6/3/2013	154	35-B	35	35-B_2013_6_3
6/4/2013	155	2	8	TL	6/3/2013	154	10A-A	10A	10A-A_2013_6_3
6/4/2013	155	2	9	TL	6/3/2013	152	7A-A	7A	7A-A_2013_6_3
6/5/2013	156	1	1	TL	6/3/2013	154	2A-A	2A	2A-A_2013_6_3
6/5/2013	156	1	2	TL	5/30/2013	150	16A-C	16A	16A-C_2013_5_30
6/5/2013	156	1	3	TL	6/1/2013	152	16A-A	16A	16A-A_2013_6_1
6/5/2013	156	1	4	TL	6/3/2013	154	7A-A	7A	7A-A_2013_6_3
6/5/2013	156	1	6	TL	5/30/2013	150	10A-A	10A	10A-A_2013_5_30
6/5/2013	156	1	7	TL	5/28/2013	148	12A	12A	12A_2013_5_28
6/5/2013	156	1	8	TL	6/3/2013	154	34	34	34_2013_6_3
6/5/2013	156	1	9	TL	6/1/2013	152	6A-A	6A	6A-A_2013_6_1
6/5/2013	156	2	1	TL	6/1/2013	152	12A-B	12A	12A-B_2013_6_1
6/5/2013	156	2	2	TL	6/1/2013	152	13A	13A	13A_2013_6_1
6/5/2013	156	2	3	TL	6/3/2013	154	12A-A	12A	12A-A_2013_6_3
6/5/2013	156	2	4	TL	5/26/2013	146	20A-B	20A	20A-B_2013_5_26
6/5/2013	156	2	5	TL	5/28/2013	148	3A-A	3A	3A-A_2013_5_28
6/5/2013	156	2	6	TL	5/28/2013	148	4A-B	4A	4A-B_2013_5_28
6/5/2013	156	2	7	TL	6/3/2013	154	11A	11A	11A_2013_6_3
6/5/2013	156	2	8	TL	6/1/2013	152	12A-A	12A	12A-A_2013_6_1
6/5/2013	156	2	9	TL	5/30/2013	150	3A-B	3A	3A-B_2013_5_30
6/12/2013	163	1	1	TL	6/3/2013	154	18A	18A	12A-C_2013_6_3
6/12/2013	163	1	2	TL	5/30/2013	150	5A	5A	5A_2013_5_30
6/12/2013	163	1	3	TL	5/30/2013	150	17A-A	17A	17A-A_2013_5_30
6/12/2013	163	1	4	TL	5/28/2013	148	4A-B	4A	4A-B_2013_5_28
6/12/2013	163	1	5	TL	5/30/2013	150	4A	4A	4A_2013_5_30
6/12/2013	163	1	6	TL	5/30/2013	150	3A-B	3A	3A-B_2013_5_30
6/12/2013	163	1	7	TL	5/30/2013	150	16A-B	16A	16A-B_2013_5_30
6/12/2013	163	1	8	TL	5/28/2013	148	19A	19A	19A_2013_5_28
6/12/2013	163	1	9	TL	5/28/2013	148	4A-A	4A	4A-A_2013_5_28
6/12/2013	163	2	2	TL	6/3/2013	154	2A-C	2A	2A-C_2013_6_3
6/12/2013	163	2	3	TL	5/30/2013	150	10A-A	10A	10A-A_2013_5_30
6/12/2013	163	2	4	TL	6/3/2013	154	4A	4A	4A_2013_6_3
6/12/2013	163	2	5	TL	6/11/2013	162	4-C	4	4-C_2013_6_11
6/12/2013	163	2	6	TL	6/11/2013	162	4-B	4	4-B_2013_6_11
6/12/2013	163	2	7	TL	5/30/2013	150	16A-C	16A	16A-C_2013_5_30
6/12/2013	163	2	8	TL	6/11/2013	162	32-B	32	32-B_2013_6_11
6/12/2013	163	2	9	TL	6/11/2013	162	32-D	32	32-D_2013_6_11
6/13/2013	164	1	1	TL	5/30/2013	150	17A-B	17A	17A-B_2013_5_30
6/13/2013	164	1	4	TL	6/1/2013	152	9A-A	9A	9A-A_2013_6_1
6/13/2013	164	1	5	TL	6/1/2013	152	13A	13A	13A_2013_6_1
6/13/2013	164	1	6	TL	6/1/2013	152	2A-A	2A	2A-A_2013_6_1
6/13/2013	164	1	7	TL	6/3/2013	154	12A-A	12A	12A-A_2013_6_3
6/13/2013	164	1	8	TL	5/28/2013	148	4A-A	4A	4A-A_2013_5_28
6/13/2013	164	1	9	TL	6/1/2013	152	12A-A	12A	12A-A_2013_6_1
6/13/2013	164	2	1	TL	6/3/2013	154	10A-C	10A	10A-C_2013_6_3
6/13/2013	164	2	4	TL	6/1/2013	152	19A-A	19A	19A-A_2013_6_1
6/13/2013	164	2	5	TL	6/3/2013	154	19A	19A	19A_2013_6_3
6/13/2013	164	2	6	TL	6/3/2013	154	12A-B	12A	12A_2013_6_3
6/13/2013	164	2	7	TL	6/1/2013	152	4-D	4	18A_2013_6_3
6/13/2013	164	2	8	TL	5/28/2013	148	10A	10A	10A_2013_5_28
6/13/2013	164	2	9	TL	5/28/2013	148	12A	12A	12A_2013_5_28
6/20/2013	171	1	1	TL	6/1/2013	152	19A-A	19A	19A-A_2013_6_1
6/20/2013	171	1	2	TL	6/19/2013	170	10A-B	10A	10A-B_2013_6_19
6/20/2013	171	1	3	TL	6/19/2013	170	32-B	32	32-B_2013_6_19
6/20/2013	171	1	4	TL	5/30/2013	150	4A	4A	4A_2013_5_30
6/20/2013	171	1	5	TL	5/30/2013	150	10A-B	10A	10A-B_2013_5_30
6/20/2013	171	1	6	TL	5/28/2013	148	6A-A	6A	6A-A_2013_5_28
6/20/2013	171	1	7	TL	5/28/2013	148	4A-B	4A	4A-B_2013_5_28
6/20/2013	171	1	8	TL	6/1/2013	152	2A-B	2A	2A-B_2013_6_1
6/20/2013	171	1	9	TL	6/3/2013	154	12A-B	12A	12A_2013_6_3
6/20/2013	171	2	1	TL	5/30/2013	150	6A	6A	6A_2013_5_30
6/20/2013	171	2	2	TL	5/28/2013	148	18A-A	18A	18A-A_2013_5_28
6/20/2013	171	2	3	TL	6/3/2013	154	19A	19A	19A_2013_6_3
6/20/2013	171	2	4	TL	6/1/2013	152	2A-A	2A	2A-A_2013_6_1
6/20/2013	171	2	5	TL	6/3/2013	154	2A-A	2A	2A-A_2013_6_3
6/20/2013	171	2	6	TL	5/28/2013	148	10A	10A	10A_2013_5_28
6/20/2013	171	2	7	TL	6/19/2013	170	112-C	112	112-C_2013_6_19
6/20/2013	171	2	8	TL	6/19/2013	170	6	6	6_2013_6_19
6/20/2013	171	2	9	TL	5/30/2013	150	20A	20A	20A_2013_5_30
6/26/2013	177	1	1	TL	5/28/2013	148	12A	12A	12A_2013_5_28
6/26/2013	177	1	2	TL	6/25/2013	176	13A-A	13A	13A-A_2013_6_25
6/26/2013	177	1	3	TL	6/3/2013	154	4A-A	4A	4A-A_2013_6_3
6/26/2013	177	1	4	TL	6/25/2013	176	32-B	32	32-B_2013_6_25
6/26/2013	177	1	5	TL	5/28/2013	148	4A-B	4A	4A-B_2013_5_28
6/26/2013	177	1	6	TL	6/3/2013	154	10A-B	10A	10A-B_2013_6_3
6/26/2013	177	1	7	TL	6/25/2013	176	2A	2A	2A_2013_6_25
6/26/2013	177	1	8	TL	5/30/2013	150	17A-A	17A	17A-A_2013_5_30
6/26/2013	177	1	9	TL	6/3/2013	154	12A-A	12A	12A-A_2013_6_3
6/26/2013	177	2	1	TL	5/28/2013	148	6A-A	6A	6A-A_2013_5_28
6/26/2013	177	2	2	TL	6/1/2013	152	7A-A	7A	7A-A_2013_6_1
6/26/2013	177	2	3	TL	5/30/2013	150	17A-B	17A	17A-B_2013_5_30
6/26/2013	177	2	4	TL	5/28/2013	148	5A	5A	5A_2013_5_28
6/26/2013	177	2	5	TL	6/3/2013	154	2A-B	2A	2A-B_2013_6_3
6/26/2013	177	2	6	TL	6/1/2013	152	9A-A	9A	9A-A_2013_6_1
6/26/2013	177	2	7	TL	6/25/2013	176	100-A	100	100-A_2013_6_25
6/26/2013	177	2	8	TL	6/25/2013	176	32-A	32	32-A_2013_6_25
