Date	Julian Date	Trial	Camera	Arena	Meta_Date	Meta_Julian	Box	Tank	UID
6/26/2013	177	2	9	TL	6/25/2013	176	108-A	108	108-A_2013_6_25
7/3/2013	184	1	1	TL	6/3/2013	154	4A-A	4A	4A-A_2013_6_3
7/3/2013	184	1	2	TL	6/3/2013	154	7A-A	7A	7A-A_2013_6_3
7/3/2013	184	1	3	TL	6/3/2013	154	19A	19A	19A_2013_6_3
7/3/2013	184	1	4	TL	5/30/2013	150	17A-A	17A	17A-A_2013_5_30
7/3/2013	184	1	5	TL	6/3/2013	154	12A	12A	12A-B_2013_6_3
7/3/2013	184	1	6	TL	6/3/2013	154	2A-C	2A	2A-C_2013_6_3
7/3/2013	184	1	8	TL	5/28/2013	148	12A	12A	12A_2013_5_28
7/3/2013	184	1	9	TL	7/1/2013	182	112-A	112	112-A_2013_7_1
7/3/2013	184	2	1	TL	6/1/2013	152	2A-B	2A	2A-B_2013_6_1
7/3/2013	184	2	2	TL	6/1/2013	152	12A-A	12A	12A-A_2013_6_1
7/3/2013	184	2	4	TL	6/29/2013	180	19	19	19_2013_6_29
7/3/2013	184	2	5	TL	6/3/2013	154	11A	11A	11A_2013_6_3
7/3/2013	184	2	6	TL	6/3/2013	154	18A	18A	12A-C_2013_6_3
7/3/2013	184	2	7	TL	7/1/2013	182	9A	9A	9A_2013_7_1
7/3/2013	184	2	8	TL	6/1/2013	152	9A-A	9A	9A-A_2013_6_1
7/3/2013	184	2	9	TL	5/26/2013	146	20A-B	20A	20A-B_2013_5_26
7/12/2013	193	1	1	TL	5/28/2013	148	19A	19A	19A_2013_5_28
7/12/2013	193	1	2	TL	7/9/2013	190	13A	13A	13A_2013_7_9
7/12/2013	193	1	3	TL	6/3/2013	154	10A-C	10A	10A-C_2013_6_3
7/12/2013	193	1	4	TL	7/11/2013	192	108	108	108_2013_7_11
7/12/2013	193	1	5	TL	6/3/2013	154	12A	12A	12A-B_2013_6_3
7/12/2013	193	1	6	TL	7/11/2013	192	112	112	112_2013_7_11
7/12/2013	193	1	8	TL	5/30/2013	150	16A-B	16A	16A-B_2013_5_30
7/12/2013	193	1	9	TL	6/3/2013	154	2A-A	2A	2A-A_2013_6_3
7/12/2013	193	2	1	TL	6/1/2013	152	9A-A	9A	9A-A_2013_6_1
7/12/2013	193	2	2	TL	6/1/2013	152	12A-A	12A	12A-A_2013_6_1
7/12/2013	193	2	3	TL	5/30/2013	150	5A	5A	5A_2013_5_30
7/12/2013	193	2	4	TL	5/28/2013	148	3A-A	3A	3A-A_2013_5_28
7/12/2013	193	2	5	TL	6/3/2013	154	12A-A	12A	12A-A_2013_6_3
7/12/2013	193	2	6	TL	6/1/2013	152	7A-A	7A	7A-A_2013_6_1
7/12/2013	193	2	8	TL	6/1/2013	152	2A-B	2A	2A-B_2013_6_1
7/12/2013	193	2	9	TL	5/30/2013	150	16A-A	16A	16A-A_2013_5_30
7/18/2013	199	1	1	TL	7/13/2013	194	109-A	109	109-A_2013_7_13
7/18/2013	199	1	2	TL	5/28/2013	148	19A	19A	19A_2013_5_28
7/18/2013	199	1	3	TL	6/3/2013	154	4A	4A	4A_2013_6_3
7/18/2013	199	1	4	TL	7/13/2013	194	108	108	108_2013_7_13
7/18/2013	199	1	5	TL	6/1/2013	152	2A-A	2A	2A-A_2013_6_1
7/18/2013	199	1	6	TL	7/15/2013	196	112	112	112_2013_7_15
7/18/2013	199	1	7	TL	6/1/2013	152	19A-A	19A	19A-A_2013_6_1
7/18/2013	199	1	8	TL	5/30/2013	150	16A-C	16A	16A-C_2013_5_30
7/18/2013	199	1	9	TL	6/3/2013	154	12A-B	12A	12A_2013_6_3
7/18/2013	199	2	2	TL	5/30/2013	150	16A-B	16A	16A-B_2013_5_30
7/18/2013	199	2	3	TL	6/1/2013	152	13A	13A	13A_2013_6_1
7/18/2013	199	2	5	TL	5/28/2013	148	8A-A	8A	8A-A_2013_5_28
7/18/2013	199	2	6	TL	6/3/2013	154	2A-B	2A	2A-B_2013_6_3
7/18/2013	199	2	7	TL	6/1/2013	152	2A-B	2A	2A-B_2013_6_1
7/18/2013	199	2	8	TL	5/30/2013	150	10A-A	10A	10A-A_2013_5_30
7/18/2013	199	2	9	TL	6/3/2013	154	7A-A	7A	7A-A_2013_6_3
9/6/2013	249	1	1	TL	6/1/2013	152	17A-A	17A	17A-A_2013_6_1
9/6/2013	249	1	2	TL	5/30/2013	150	16A-B	16A	16A-B_2013_5_30
9/6/2013	249	1	3	TL	5/30/2013	150	17A-A	17A	17A-A_2013_5_30
9/6/2013	249	1	4	TL	5/30/2013	150	17A-B	17A	17A-B_2013_5_30
9/6/2013	249	1	5	TL	6/3/2013	154	4A	4A	4A_2013_6_3
9/6/2013	249	1	6	TL	5/30/2013	150	19A-B	19A	19A-B_2013_5_30
9/6/2013	249	1	7	TL	5/28/2013	148	4A-B	4A	4A-B_2013_5_28
9/6/2013	249	1	8	TL	6/3/2013	154	2A-C	2A	2A-C_2013_6_3
9/6/2013	249	1	9	TL	6/3/2013	154	10A-B	10A	10A-B_2013_6_3
9/6/2013	249	2	1	TL	6/7/2013	158	15A-D	15A	15A-D_2013_6_7
9/6/2013	249	2	2	TL	5/30/2013	150	7A	7A	7A_2013_5_30
9/6/2013	249	2	3	TL	6/1/2013	152	16A-A	16A	16A-A_2013_6_1
9/6/2013	249	2	4	TL	7/31/2013	211	119	119	119_2013_7_31
9/6/2013	249	2	5	TL	8/7/2013	219	109	109	109_2013_8_7
9/6/2013	249	2	6	TL	6/3/2013	154	12A-A	12A	12A-A_2013_6_3
9/6/2013	249	2	7	TL	7/27/2013	208	112	112	112_2013_7_27
9/6/2013	249	2	8	TL	7/17/2013	198	110	110	110_2013_7_17
9/6/2013	249	2	9	TL	7/27/2013	208	100	100	100_2013_7_27
6/4/2013	155	1	1	TR	5/30/2013	150	6A	6A	6A_2013_5_30
6/4/2013	155	1	2	TR	5/28/2013	148	3A-A	3A	3A-A_2013_5_28
6/4/2013	155	1	3	TR	5/28/2013	148	18A-A	18A	18A-A_2013_5_28
6/4/2013	155	1	4	TR	5/28/2013	148	3A	3A	3A_2013_5_28
6/4/2013	155	1	5	TR	5/28/2013	148	12A	12A	12A_2013_5_28
6/4/2013	155	1	6	TR	6/1/2013	152	12A-A	12A	12A-A_2013_6_1
6/4/2013	155	1	7	TR	5/30/2013	150	19A-B	19A	19A-B_2013_5_30
6/4/2013	155	1	8	TR	6/1/2013	152	13A	13A	13A_2013_6_1
6/4/2013	155	1	9	TR	6/1/2013	152	16-C	16	16-C_2013_6_1
6/4/2013	155	2	1	TR	5/30/2013	150	3A-A	3A	3A-A_2013_5_30
6/4/2013	155	2	2	TR	6/1/2013	152	13-C	13	13-C_2013_6_1
6/4/2013	155	2	3	TR	6/3/2013	154	35-A	35	35-A_2013_6_3
6/4/2013	155	2	4	TR	6/3/2013	154	12A-B	12A	12A_2013_6_3
6/4/2013	155	2	5	TR	6/3/2013	154	4A	4A	4A_2013_6_3
6/4/2013	155	2	6	TR	6/3/2013	154	4A-A	4A	4A-A_2013_6_3
6/4/2013	155	2	7	TR	6/1/2013	152	6A-A	6A	6A-A_2013_6_1
6/4/2013	155	2	8	TR	6/3/2013	154	35-D	35	35-D_2013_6_3
6/4/2013	155	2	9	TR	6/1/2013	152	17A-A	17A	17A-A_2013_6_1
6/5/2013	156	1	1	TR	6/3/2013	154	10A-B	10A	10A-B_2013_6_3
6/5/2013	156	1	2	TR	5/30/2013	150	19A-A	19A	19A-A_2013_5_30
6/5/2013	156	1	3	TR	6/3/2013	154	35-G	35	35-G_2013_6_3
6/5/2013	156	1	4	TR	6/3/2013	154	14	14	14_2013_6_3
6/5/2013	156	1	5	TR	5/30/2013	150	10A-B	10A	10A-B_2013_5_30
6/5/2013	156	1	6	TR	6/3/2013	154	35-C	35	35-C_2013_6_3
6/5/2013	156	1	7	TR	6/3/2013	154	35-B	35	35-B_2013_6_3
6/5/2013	156	1	8	TR	5/30/2013	150	4A	4A	4A_2013_5_30
6/5/2013	156	1	9	TR	5/30/2013	150	6A	6A	6A_2013_5_30
6/5/2013	156	1	1	TR	6/1/2013	152	4-D	4	18A_2013_6_3
6/5/2013	156	1	2	TR	6/1/2013	152	2A-A	2A	2A-A_2013_6_1
6/5/2013	156	1	3	TR	5/30/2013	150	17A-C	17A	17A-C_2013_5_30
6/5/2013	156	2	4	TR	5/30/2013	150	16A-A	16A	16A-A_2013_5_30
6/5/2013	156	2	5	TR	5/28/2013	148	18A-A	18A	18A-A_2013_5_28
6/5/2013	156	2	6	TR	6/3/2013	154	10A-C	10A	10A-C_2013_6_3
6/5/2013	156	2	7	TR	5/28/2013	148	19A	19A	19A_2013_5_28
6/5/2013	156	2	8	TR	5/30/2013	150	19A-B	19A	19A-B_2013_5_30
6/5/2013	156	2	9	TR	6/1/2013	152	7A-A	7A	7A-A_2013_6_1
6/12/2013	163	1	1	TR	6/3/2013	154	2A-B	2A	2A-B_2013_6_3
6/12/2013	163	1	2	TR	5/28/2013	148	18A-A	18A	18A-A_2013_5_28
6/12/2013	163	1	3	TR	6/3/2013	154	2A-A	2A	2A-A_2013_6_3
6/12/2013	163	1	4	TR	5/28/2013	148	3A	3A	3A_2013_5_28
6/12/2013	163	1	5	TR	5/28/2013	148	6A-A	6A	6A-A_2013_5_28
6/12/2013	163	1	6	TR	6/1/2013	152	12A-A	12A	12A-A_2013_6_1
6/12/2013	163	1	7	TR	5/28/2013	148	12A	12A	12A_2013_5_28
6/12/2013	163	1	8	TR	6/1/2013	152	9A-A	9A	9A-A_2013_6_1
6/12/2013	163	1	9	TR	6/3/2013	154	7A-A	7A	7A-A_2013_6_3
6/12/2013	163	2	2	TR	6/3/2013	154	12A-A	12A	12A-A_2013_6_3
6/12/2013	163	2	3	TR	6/3/2013	154	12A-B	12A	12A_2013_6_3
6/12/2013	163	2	4	TR	6/1/2013	152	4-D	4	18A_2013_6_3
6/12/2013	163	2	5	TR	5/30/2013	150	19A-A	19A	19A-A_2013_5_30
6/12/2013	163	2	6	TR	6/11/2013	162	38	38	38_2013_6_11
6/12/2013	163	2	7	TR	5/28/2013	148	8A-A	8A	8A-A_2013_5_28
6/12/2013	163	2	8	TR	6/11/2013	162	35	35	35_2013_6_11
6/12/2013	163	2	9	TR	6/11/2013	162	6	6	6_2013_6_11
6/13/2013	164	1	1	TR	6/3/2013	154	2A-A	2A	2A-A_2013_6_3
6/13/2013	164	1	4	TR	6/3/2013	154	4A-A	4A	4A-A_2013_6_3
6/13/2013	164	1	5	TR	5/30/2013	150	7A	7A	7A_2013_5_30
6/13/2013	164	1	6	TR	6/1/2013	152	2A-B	2A	2A-B_2013_6_1
6/13/2013	164	1	7	TR	6/3/2013	154	4A	4A	4A_2013_6_3
6/13/2013	164	1	8	TR	5/30/2013	150	17A-A	17A	17A-A_2013_5_30
6/13/2013	164	1	9	TR	6/1/2013	152	16A-A	16A	16A-A_2013_6_1
6/13/2013	164	2	1	TR	5/30/2013	150	6A	6A	6A_2013_5_30
6/13/2013	164	2	4	TR	6/3/2013	154	2A-B	2A	2A-B_2013_6_3
6/13/2013	164	2	5	TR	5/30/2013	150	10A-A	10A	10A-A_2013_5_30
6/13/2013	164	2	6	TR	5/28/2013	148	18A-A	18A	18A-A_2013_5_28
6/13/2013	164	2	7	TR	6/1/2013	152	6A-A	6A	6A-A_2013_6_1
6/13/2013	164	2	8	TR	5/30/2013	150	5A	5A	5A_2013_5_30
6/13/2013	164	2	9	TR	6/3/2013	154	7A-A	7A	7A-A_2013_6_3
6/20/2013	171	1	1	TR	6/1/2013	152	16A-A	16A	16A-A_2013_6_1
6/20/2013	171	1	2	TR	6/19/2013	170	100-C	100	100-C_2013_6_19
6/20/2013	171	1	3	TR	6/19/2013	170	105-B	105	105-B_2013_6_19
6/20/2013	171	1	4	TR	6/3/2013	154	4A	4A	4A_2013_6_3
6/20/2013	171	1	5	TR	6/3/2013	154	7A-A	7A	7A-A_2013_6_3
6/20/2013	171	1	6	TR	5/28/2013	148	4A-A	4A	4A-A_2013_5_28
6/20/2013	171	1	7	TR	5/30/2013	150	17A-A	17A	17A-A_2013_5_30
6/20/2013	171	1	8	TR	6/1/2013	152	13A	13A	13A_2013_6_1
6/20/2013	171	1	9	TR	6/3/2013	154	4A-A	4A	4A-A_2013_6_3
6/20/2013	171	2	1	TR	5/26/2013	146	20A-B	20A	20A-B_2013_5_26
6/20/2013	171	2	2	TR	5/28/2013	148	5A	5A	5A_2013_5_28
6/20/2013	171	2	3	TR	5/30/2013	150	17A-B	17A	17A-B_2013_5_30
6/20/2013	171	2	4	TR	6/19/2013	170	100-D	100	100-D_2013_6_19
6/20/2013	171	2	5	TR	5/28/2013	148	19A	19A	19A_2013_5_28
6/20/2013	171	2	6	TR	5/28/2013	148	8A-A	8A	8A-A_2013_5_28
6/20/2013	171	2	7	TR	6/19/2013	170	13	13	13_2013_6_19
6/20/2013	171	2	8	TR	5/30/2013	150	16A-A	16A	16A-A_2013_5_30
6/20/2013	171	2	9	TR	6/19/2013	170	35-A	35	35-A_2013_6_19
6/26/2013	177	1	1	TR	5/28/2013	148	10A	10A	10A_2013_5_28
6/26/2013	177	1	2	TR	6/25/2013	176	109-A	109	109-A_2013_6_25
6/26/2013	177	1	3	TR	5/28/2013	148	8A-A	8A	8A-A_2013_5_28
6/26/2013	177	1	4	TR	6/25/2013	176	100-C	100	100-C_2013_6_25
6/26/2013	177	1	5	TR	6/1/2013	152	17A-A	17A	17A-A_2013_6_1
6/26/2013	177	1	6	TR	6/3/2013	154	12A-B	12A	12A_2013_6_3
6/26/2013	177	1	7	TR	6/25/2013	176	46	46	46_2013_6_25
6/26/2013	177	1	8	TR	6/1/2013	152	12A-B	12A	12A-B_2013_6_1
6/26/2013	177	1	9	TR	6/3/2013	154	2A-C	2A	2A-C_2013_6_3
6/26/2013	177	2	1	TR	5/30/2013	150	16A-A	16A	16A-A_2013_5_30
6/26/2013	177	2	2	TR	5/30/2013	150	20A	20A	20A_2013_5_30
6/26/2013	177	2	3	TR	6/1/2013	152	2A-B	2A	2A-B_2013_6_1
6/26/2013	177	2	4	TR	5/28/2013	148	18A-A	18A	18A-A_2013_5_28
6/26/2013	177	2	5	TR	6/3/2013	154	2A-A	2A	2A-A_2013_6_3
6/26/2013	177	2	6	TR	5/30/2013	150	10A-B	10A	10A-B_2013_5_30
6/26/2013	177	2	7	TR	5/26/2013	146	20A-B	20A	20A-B_2013_5_26
6/26/2013	177	2	8	TR	6/25/2013	176	100-D	100	100-D_2013_6_25
6/26/2013	177	2	9	TR	6/25/2013	176	106	106	106_2013_6_25
7/3/2013	184	1	1	TR	5/28/2013	148	4A-A	4A	4A-A_2013_5_28
7/3/2013	184	1	2	TR	5/28/2013	148	8A-A	8A	8A-A_2013_5_28
7/3/2013	184	1	3	TR	5/30/2013	150	4A	4A	4A_2013_5_30
7/3/2013	184	1	4	TR	6/3/2013	154	10A-B	10A	10A-B_2013_6_3
7/3/2013	184	1	5	TR	6/1/2013	152	4-D	4	18A_2013_6_3
7/3/2013	184	1	6	TR	6/1/2013	152	17A-A	17A	17A-A_2013_6_1
7/3/2013	184	1	8	TR	5/30/2013	150	16A-C	16A	16A-C_2013_5_30
7/3/2013	184	1	9	TR	6/1/2013	152	19A-A	19A	19A-A_2013_6_1
7/3/2013	184	2	1	TR	6/3/2013	154	12A-A	12A	12A-A_2013_6_3
7/3/2013	184	2	2	TR	6/1/2013	152	12A-B	12A	12A-B_2013_6_1
7/3/2013	184	2	4	TR	5/30/2013	150	10A-A	10A	10A-A_2013_5_30
7/3/2013	184	2	5	TR	5/28/2013	148	6A-A	6A	6A-A_2013_5_28
7/3/2013	184	2	6	TR	5/28/2013	148	3A-A	3A	3A-A_2013_5_28
7/3/2013	184	2	7	TR	7/1/2013	182	13A	13A	13A_2013_7_1
7/3/2013	184	2	8	TR	7/1/2013	182	108	108	108_2013_7_1
7/3/2013	184	2	9	TR	5/30/2013	150	6A	6A	6A_2013_5_30
7/12/2013	193	1	1	TR	6/3/2013	154	12A-B	12A	12A_2013_6_3
7/12/2013	193	1	2	TR	5/30/2013	150	7A	7A	7A_2013_5_30
7/12/2013	193	1	3	TR	5/28/2013	148	12A	12A	12A_2013_5_28
7/12/2013	193	1	4	TR	6/1/2013	152	16A-A	16A	16A-A_2013_6_1
7/12/2013	193	1	5	TR	6/1/2013	152	19A-A	19A	19A-A_2013_6_1
7/12/2013	193	1	6	TR	5/30/2013	150	16A-C	16A	16A-C_2013_5_30
7/12/2013	193	1	8	TR	6/1/2013	152	4-D	4	18A_2013_6_3
7/12/2013	193	1	9	TR	5/30/2013	150	19A-B	19A	19A-B_2013_5_30
7/12/2013	193	2	1	TR	5/28/2013	148	4A-B	4A	4A-B_2013_5_28
7/12/2013	193	2	2	TR	6/3/2013	154	18A	18A	12A-C_2013_6_3
7/12/2013	193	2	3	TR	5/28/2013	148	10A	10A	10A_2013_5_28
7/12/2013	193	2	4	TR	7/11/2013	192	101	101	101_2013_7_11
7/12/2013	193	2	5	TR	5/30/2013	150	20A	20A	20A_2013_5_30
7/12/2013	193	2	6	TR	5/30/2013	150	17A-C	17A	17A-C_2013_5_30
7/12/2013	193	2	8	TR	6/3/2013	154	4A	4A	4A_2013_6_3
7/12/2013	193	2	9	TR	5/26/2013	150	20A-B	20A	20A-B_2013_5_26
7/18/2013	199	1	1	TR	7/15/2013	196	101	101	101_2013_7_15
7/18/2013	199	1	2	TR	6/1/2013	152	7A-A	7A	7A-A_2013_6_1
7/18/2013	199	1	3	TR	5/30/2013	150	6A	6A	6A_2013_5_30
7/18/2013	199	1	4	TR	5/30/2013	150	3A-B	3A	3A-B_2013_5_30
7/18/2013	199	1	5	TR	5/30/2013	150	20A	20A	20A_2013_5_30
7/18/2013	199	1	6	TR	7/13/2013	194	109-B	109	109-B_2013_7_13
7/18/2013	199	1	7	TR	6/3/2013	154	2A-A	2A	2A-A_2013_6_3
7/18/2013	199	1	8	TR	6/3/2013	154	19A	19A	19A_2013_6_3
7/18/2013	199	1	9	TR	5/30/2013	150	19A-B	19A	19A-B_2013_5_30
7/18/2013	199	2	1	TR	6/1/2013	152	6A-A	6A	6A-A_2013_6_1
7/18/2013	199	2	2	TR	5/30/2013	150	17A-B	17A	17A-B_2013_5_30
7/18/2013	199	2	3	TR	6/1/2013	152	12A-B	12A	12A-B_2013_6_1
7/18/2013	199	2	5	TR	6/1/2013	152	16A-A	16A	16A-A_2013_6_1
7/18/2013	199	2	6	TR	6/3/2013	154	11A	11A	11A_2013_6_3
7/18/2013	199	2	8	TR	5/28/2013	148	18A-A	18A	18A-A_2013_5_28
7/18/2013	199	2	9	TR	6/3/2013	154	4A-A	4A	4A-A_2013_6_3
9/6/2013	249	1	1	TR	5/30/2013	150	20A	20A	20A_2013_5_30
9/6/2013	249	1	2	TR	5/28/2013	148	3A-A	3A	3A-A_2013_5_28
9/6/2013	249	1	3	TR	5/28/2013	148	19A	19A	19A_2013_5_28
9/6/2013	249	1	4	TR	6/1/2013	152	7A-A	7A	7A-A_2013_6_1
9/6/2013	249	1	5	TR	5/28/2013	148	4A-A	4A	4A-A_2013_5_28
9/6/2013	249	1	6	TR	5/30/2013	150	10A-B	10A	10A-B_2013_5_30
9/6/2013	249	1	7	TR	5/28/2013	148	3A	3A	3A_2013_5_28
9/6/2013	249	1	8	TR	5/30/2013	150	17A-C	17A	17A-C_2013_5_30
9/6/2013	249	1	9	TR	6/3/2013	154	2A-A	2A	2A-A_2013_6_3
9/6/2013	249	2	1	TR	5/28/2013	148	10A	10A	10A_2013_5_28
9/6/2013	249	2	2	TR	6/3/2013	154	7A-A	7A	7A-A_2013_6_3
9/6/2013	249	2	3	TR	6/1/2013	152	12A-B	12A	12A-B_2013_6_1
9/6/2013	249	2	4	TR	8/2/2013	214	108-C	108	108-C_2013_8_2
9/6/2013	249	2	5	TR	6/9/2013	160	20A-A	20A	20A-A_2013_6_9
9/6/2013	249	2	6	TR	6/3/2013	154	18A	18A	12A-C_2013_6_3
9/6/2013	249	2	7	TR	7/27/2013	208	103	103	103_2013_7_27
9/6/2013	249	2	8	TR	7/19/2013	200	115	115	115_2013_7_19
9/6/2013	249	2	9	TR	8/27/2013	239	108	108	108_2013_8_27
6/4/2013	155	1	1	BL	5/30/2013	150	5A	5A	5A_2013_5_30
6/4/2013	155	1	2	BL	6/3/2013	154	35-A	35	35-A_2013_6_3
6/4/2013	155	1	3	BL	6/3/2013	154	2A-C	2A	2A-C_2013_6_3
6/4/2013	155	1	4	BL	6/1/2013	152	35-B	35	35-B_2013_6_1
6/4/2013	155	1	5	BL	5/28/2013	148	4A-A	4A	4A-A_2013_5_28
6/4/2013	155	1	6	BL	5/28/2013	148	10A	10A	10A_2013_5_28
6/4/2013	155	1	7	BL	5/30/2013	150	19A-A	19A	19A-A_2013_5_30
6/4/2013	155	1	8	BL	5/28/2013	148	4A-B	4A	4A-B_2013_5_28
6/4/2013	155	1	9	BL	6/1/2013	152	2A-A	2A	2A-A_2013_6_1
6/4/2013	155	2	1	BL	6/1/2013	152	23-A	23	23-A_2013_6_1
6/4/2013	155	2	2	BL	6/1/2013	152	19A-A	19A	19A-A_2013_6_1
6/4/2013	155	2	3	BL	6/3/2013	154	18A	18A	12A-C_2013_6_3
6/4/2013	155	2	4	BL	5/30/2013	150	7A	7A	7A_2013_5_30
6/4/2013	155	2	5	BL	5/30/2013	150	4A	4A	4A_2013_5_30
6/4/2013	155	2	6	BL	5/30/2013	150	10A-B	10A	10A-B_2013_5_30
6/4/2013	155	2	7	BL	5/26/2013	146	20A-B	20A	20A-B_2013_5_26
6/4/2013	155	2	8	BL	6/3/2013	154	2A-B	2A	2A-B_2013_6_3
6/4/2013	155	2	9	BL	6/3/2013	154	10A-B	10A	10A-B_2013_6_3
6/5/2013	156	1	1	BL	6/3/2013	154	18A	18A	12A-C_2013_6_3
6/5/2013	156	1	2	BL	6/3/2013	154	19A	19A	19A_2013_6_3
6/5/2013	156	1	3	BL	5/30/2013	150	16A-B	16A	16A-B_2013_5_30
6/5/2013	156	1	4	BL	6/3/2013	154	2A-B	2A	2A-B_2013_6_3
6/5/2013	156	1	5	BL	6/1/2013	152	19A-A	19A	19A-A_2013_6_1
6/5/2013	156	1	6	BL	6/1/2013	152	2A-B	2A	2A-B_2013_6_1
6/5/2013	156	1	7	BL	6/3/2013	154	12A-B	12A	12A_2013_6_3
6/5/2013	156	1	8	BL	6/3/2013	154	35-E	35	35-E_2013_6_3
6/5/2013	156	1	9	BL	5/30/2013	150	17A-A	17A	17A-A_2013_5_30
6/5/2013	156	2	1	BL	5/28/2013	148	3A	3A	3A_2013_5_28
6/5/2013	156	2	2	BL	5/30/2013	150	3A-A	3A	3A-A_2013_5_30
6/5/2013	156	2	3	BL	6/3/2013	154	12A	12A	12A-B_2013_6_3
6/5/2013	156	2	4	BL	6/3/2013	154	2A-C	2A	2A-C_2013_6_3
6/5/2013	156	2	5	BL	5/28/2013	148	5A	5A	5A_2013_5_28
6/5/2013	156	2	6	BL	5/28/2013	148	8A-A	8A	8A-A_2013_5_28
6/5/2013	156	2	7	BL	6/1/2013	152	9A-A	9A	9A-A_2013_6_1
6/5/2013	156	2	8	BL	6/3/2013	154	4A	4A	4A_2013_6_3
6/12/2013	163	1	1	BL	5/30/2013	150	3A-A	3A	3A-A_2013_5_30
6/12/2013	163	1	2	BL	5/30/2013	150	20A	20A	20A_2013_5_30
6/12/2013	163	1	3	BL	6/3/2013	154	4A-A	4A	4A-A_2013_6_3
6/12/2013	163	1	4	BL	6/3/2013	154	10A-C	10A	10A-C_2013_6_3
6/12/2013	163	1	5	BL	6/3/2013	154	11A	11A	11A_2013_6_3
6/12/2013	163	1	6	BL	6/1/2013	152	16A-A	16A	16A-A_2013_6_1
6/12/2013	163	1	7	BL	5/30/2013	150	7A	7A	7A_2013_5_30
6/12/2013	163	1	8	BL	6/1/2013	152	12A-B	12A	12A-B_2013_6_1
6/12/2013	163	1	9	BL	6/1/2013	152	7A-A	7A	7A-A_2013_6_1
6/12/2013	163	2	1	BL	6/3/2013	154	12A	12A	12A-B_2013_6_3
6/12/2013	163	2	2	BL	6/3/2013	154	19A	19A	19A_2013_6_3
6/12/2013	163	2	3	BL	6/3/2013	154	10A-B	10A	10A-B_2013_6_3
6/12/2013	163	2	4	BL	5/28/2013	148	3A-A	3A	3A-A_2013_5_28
6/12/2013	163	2	5	BL	6/11/2013	162	4-D	4	4-D_2013_6_11
6/12/2013	163	2	6	BL	6/11/2013	162	6-A	6	6-A_2013_6_11
6/12/2013	163	2	7	BL	5/30/2013	150	17A-C	17A	17A-C_2013_5_30
6/12/2013	163	2	8	BL	6/11/2013	162	32-C	32	32-C_2013_6_11
6/12/2013	163	2	9	BL	6/11/2013	162	32-A	32	32-A_2013_6_11
6/13/2013	164	1	1	BL	6/1/2013	152	17A-A	17A	17A-A_2013_6_1
6/13/2013	164	1	4	BL	5/30/2013	150	19A-A	19A	19A-A_2013_5_30
6/13/2013	164	1	5	BL	5/30/2013	150	19A-B	19A	19A-B_2013_5_30
6/13/2013	164	1	6	BL	5/30/2013	150	10A-B	10A	10A-B_2013_5_30
6/13/2013	164	1	7	BL	5/30/2013	150	4A	4A	4A_2013_5_30
6/13/2013	164	1	8	BL	5/28/2013	148	3A-A	3A	3A-A_2013_5_28
6/13/2013	164	1	9	BL	5/30/2013	150	3A-A	3A	3A-A_2013_5_30
6/13/2013	164	2	4	BL	5/30/2013	150	20A	20A	20A_2013_5_30
6/13/2013	164	2	5	BL	5/30/2013	150	16A-B	16A	16A-B_2013_5_30
6/13/2013	164	2	6	BL	5/28/2013	148	4A-B	4A	4A-B_2013_5_28
6/13/2013	164	2	7	BL	6/3/2013	154	2A-C	2A	2A-C_2013_6_3
6/13/2013	164	2	8	BL	6/3/2013	154	10A-B	10A	10A-B_2013_6_3
6/13/2013	164	2	9	BL	5/28/2013	148	5A	5A	5A_2013_5_28
6/20/2013	171	1	1	BL	5/30/2013	150	19A-B	19A	19A-B_2013_5_30
6/20/2013	171	1	2	BL	6/19/2013	170	32-A	32	32-A_2013_6_19
6/20/2013	171	1	3	BL	6/19/2013	170	35-B	35	35-B_2013_6_19
6/20/2013	171	1	4	BL	6/1/2013	152	6A-A	6A	6A-A_2013_6_1
6/20/2013	171	1	5	BL	6/1/2013	152	9A-A	9A	9A-A_2013_6_1
6/20/2013	171	1	6	BL	5/30/2013	150	17A-C	17A	17A-C_2013_5_30
6/20/2013	171	1	7	BL	6/3/2013	154	11A	11A	11A_2013_6_3
6/20/2013	171	1	8	BL	6/3/2013	154	12A-A	12A	12A-A_2013_6_3
6/20/2013	171	1	9	BL	5/30/2013	150	10A-A	10A	10A-A_2013_5_30
6/20/2013	171	2	1	BL	5/30/2013	150	19A-A	19A	19A-A_2013_5_30
6/20/2013	171	2	2	BL	5/28/2013	148	3A	3A	3A_2013_5_28
6/20/2013	171	2	3	BL	5/30/2013	150	3A-B	3A	3A-B_2013_5_30
6/20/2013	171	2	4	BL	6/19/2013	170	32-C	32	32-C_2013_6_19
6/20/2013	171	2	5	BL	5/28/2013	148	12A	12A	12A_2013_5_28
6/20/2013	171	2	6	BL	6/3/2013	154	10A-C	10A	10A-C_2013_6_3
6/20/2013	171	2	7	BL	6/3/2013	154	12A	12A	12A-B_2013_6_3
6/20/2013	171	2	8	BL	6/19/2013	170	110	110	110_2013_6_19
6/20/2013	171	2	9	BL	6/3/2013	154	2A-C	2A	2A-C_2013_6_3
6/26/2013	177	1	1	BL	5/30/2013	150	10A-A	10A	10A-A_2013_5_30
6/26/2013	177	1	2	BL	6/25/2013	176	13A-B	13A	13A-B_2013_6_25
