ID	Year	Species	Box	Tank	Meta_Date	Measured	Mass	SVL
648	2013	AMAN	13A	13A	6/11/2013	6/11/2013	0.857	32
649	2013	AMAN	11A	11A	6/11/2013	6/11/2013	0.84	36
650	2013	AMAN	32-A	32	6/11/2013	6/11/2013	0.83	35
651	2013	AMAN	32-B	32	6/11/2013	6/11/2013	0.709	34
652	2013	AMAN	32-C	32	6/11/2013	6/11/2013	0.753	33
653	2013	AMAN	32-D	32	6/11/2013	6/11/2013	0.662	33
654	2013	AMAN	38	38	6/11/2013	6/11/2013	1.278	39
655	2013	AMAN	46	46	6/11/2013	6/11/2013	0.901	33
656	2013	AMAN	16A	16A	6/11/2013	6/11/2013	1.079	35
657	2013	AMAN	45	45	6/11/2013	6/11/2013	1.47	38
658	2013	AMAN	35-B	35	6/13/2013	6/13/2013	0.705	32
659	2013	AMAN	6-C	6	6/13/2013	6/13/2013	0.808	31
660	2013	AMAN	35-A	35	6/13/2013	6/13/2013	0.824	34
661	2013	AMAN	6-A	6	6/13/2013	6/13/2013	1.297	35
662	2013	AMAN	32-B	32	6/13/2013	6/13/2013	0.689	31
663	2013	AMAN	49	49	6/13/2013	6/13/2013	0.911	34
664	2013	AMAN	6-B	6	6/13/2013	6/13/2013	1.087	35
665	2013	AMAN	32-A	32	6/13/2013	6/13/2013	0.732	33
666	2013	AMAN	13	13	6/13/2013	6/13/2013	0.958	35
667	2013	AMAN	45	45	6/13/2013	6/13/2013	1.269	37
668	2013	AMAN	4	4	6/13/2013	6/13/2013	0.957	29
669	2013	AMAN	13-A	13	6/13/2013	6/13/2013	0.977	32
670	2013	AMAN	12A-B	12A	6/13/2013	6/13/2013	0.846	34
671	2013	AMAN	2A	2A	6/13/2013	6/13/2013	0.997	32
672	2013	AMAN	15A	15A	6/13/2013	6/13/2013	0.708	31
673	2013	AMAN	12A-A	12A	6/13/2013	6/13/2013	0.805	35
674	2013	AMAN	46-A	46	6/13/2013	6/13/2013	1.26	33
675	2013	AMAN	46-B	46	6/13/2013	6/13/2013	1.141	34
676	2013	AMAN	49-A	49	6/15/2013	6/16/2013	0.933	30
677	2013	AMAN	45-B	45	6/15/2013	6/16/2013	1.528	38
678	2013	AMAN	6-B	6	6/15/2013	6/16/2013	1.085	33
679	2013	AMAN	13-A	13	6/15/2013	6/16/2013	0.865	31
680	2013	AMAN	20A-B	20A	6/15/2013	6/16/2013	1.298	36
681	2013	AMAN	6-C	6	6/15/2013	6/16/2013	1.103	37
682	2013	AMAN	17-A	17	6/15/2013	6/16/2013	1.662	33
683	2013	AMAN	6A	6A	6/15/2013	6/16/2013	1.161	36
684	2013	AMAN	41-A	41	6/15/2013	6/16/2013	1.691	40
685	2013	AMAN	20A-A	20A	6/15/2013	6/16/2013	1.257	36
686	2013	AMAN	6-A	6	6/15/2013	6/16/2013	0.998	33
687	2013	AMAN	32-A	32	6/15/2013	6/16/2013	0.844	26
688	2013	AMAN	45-G	45	6/15/2013	6/16/2013	1.236	33
689	2013	AMAN	11A-A	11A	6/15/2013	6/16/2013	1.257	25
690	2013	AMAN	6-D	6	6/15/2013	6/16/2013	1.013	34
691	2013	AMAN	35-A	35	6/15/2013	6/16/2013	0.96	31
692	2013	AMAN	45-D	45	6/15/2013	6/16/2013	1.198	34
693	2013	AMAN	38-A	38	6/15/2013	6/16/2013	1.248	36
694	2013	AMAN	45-E	45	6/15/2013	6/16/2013	1.169	37
695	2013	AMAN	46-A	46	6/15/2013	6/16/2013	0.86	33
696	2013	AMAN	45-A	45	6/15/2013	6/16/2013	1.357	36
697	2013	AMAN	46-B	46	6/15/2013	6/16/2013	0.853	32
698	2013	AMAN	15A-B	15A	6/15/2013	6/16/2013	0.724	28
699	2013	AMAN	15A-A	15A	6/15/2013	6/16/2013	0.742	30
700	2013	AMAN	45-C	45	6/15/2013	6/16/2013	1.328	35
701	2013	AMAN	46-C	46	6/15/2013	6/16/2013	0.88	34
702	2013	AMAN	15A-C	15A	6/15/2013	6/16/2013	0.812	28
703	2013	AMAN	11A-B	11A	6/15/2013	6/16/2013	1.348	36
704	2013	AMAN	19-A	19	6/15/2013	6/16/2013	0.945	35
705	2013	AMAN	13A	13A	6/15/2013	6/16/2013	0.79	30
706	2013	AMAN	45-F	45	6/15/2013	6/16/2013	1.138	34
707	2013	AMAN	19-C	19	6/15/2013	6/16/2013	0.9	33
708	2013	AMAN	38-B	38	6/15/2013	6/16/2013	1.161	36
709	2013	AMAN	19-B	19	6/15/2013	6/16/2013	1.148	3
710	2013	AMAN	4	4	6/17/2013	6/17/2013	1.238	32
711	2013	AMAN	6	6	6/17/2013	6/17/2013	0.853	32
712	2013	AMAN	13	13	6/17/2013	6/17/2013	1.208	33
713	2013	AMAN	46-A	46	6/17/2013	6/17/2013	0.86	30
714	2013	AMAN	45-B	45	6/17/2013	6/17/2013	1.341	35
715	2013	AMAN	45-A	45	6/17/2013	6/17/2013	1.101	36
716	2013	AMAN	46-B	46	6/17/2013	6/17/2013	0.975	30
717	2013	AMAN	2A	2A	6/17/2013	6/17/2013	0.836	34
718	2013	AMAN	12	12	6/17/2013	6/17/2013	1.52	43
719	2013	AMAN	13A	13A	6/17/2013	6/17/2013	0.943	33
720	2013	AMAN	32-A	32	6/19/2013	6/19/2013	0.998	31
721	2013	AMAN	32-B	32	6/19/2013	6/19/2013	0.764	32
722	2013	AMAN	32-C	32	6/19/2013	6/19/2013	0.855	31
723	2013	AMAN	15A	15A	6/19/2013	6/19/2013	0.916	32
724	2013	AMAN	4	4	6/19/2013	6/19/2013	1.134	32
725	2013	AMAN	6	6	6/19/2013	6/19/2013	0.87	34
726	2013	AMAN	13	13	6/19/2013	6/19/2013	1.226	35
727	2013	AMAN	12A	12A	6/19/2013	6/19/2013	0.833	32
728	2013	AMAN	10A-A	10A	6/19/2013	6/19/2013	0.945	35
729	2013	AMAN	10A-B	10A	6/19/2013	6/19/2013	0.977	30
730	2013	AMAN	35-A	35	6/19/2013	6/19/2013	1.01	31
731	2013	AMAN	35-B	35	6/19/2013	6/19/2013	0.814	31
732	2013	AMAN	32	32	6/21/2013	6/21/2013	0.625	29
733	2013	AMAN	2A	2A	6/21/2013	6/21/2013	0.989	31
734	2013	AMAN	5A	5A	6/21/2013	6/21/2013	1.004	33
735	2013	AMAN	13	13	6/21/2013	6/21/2013	0.883	31
736	2013	AMAN	49	49	6/21/2013	6/21/2013	1.136	31
737	2013	AMAN	46-B	46	6/21/2013	6/21/2013	1.016	31
738	2013	AMAN	46-A	46	6/21/2013	6/21/2013	0.767	31
739	2013	AMAN	6-A	6	6/21/2013	6/21/2013	0.93	32
740	2013	AMAN	6-B	6	6/21/2013	6/21/2013	0.83	31
741	2013	AMAN	4-A	4	6/21/2013	6/21/2013	0.926	30
742	2013	AMAN	4-B	4	6/21/2013	6/21/2013	1.068	33
743	2013	AMAN	35-C	35	6/21/2013	6/21/2013	1.081	34
744	2013	AMAN	35-D	35	6/21/2013	6/21/2013	0.994	30
745	2013	AMAN	35-B	35	6/21/2013	6/21/2013	0.927	32
746	2013	AMAN	35-A	35	6/21/2013	6/21/2013	0.881	31
747	2013	AMAN	4	4	6/23/2013	6/23/2013	1.038	32
748	2013	AMAN	4A	4A	6/23/2013	6/23/2013	2.031	45
749	2013	AMAN	13	13	6/23/2013	6/23/2013	0.934	33
750	2013	AMAN	32-B	32	6/23/2013	6/23/2013	0.615	30
751	2013	AMAN	46-A	46	6/23/2013	6/23/2013	1.02	33
752	2013	AMAN	32-C	32	6/23/2013	6/23/2013	0.628	31
753	2013	AMAN	32-D	32	6/23/2013	6/23/2013	0.898	30
754	2013	AMAN	46-B	46	6/23/2013	6/23/2013	0.854	32
755	2013	AMAN	46-C	46	6/23/2013	6/23/2013	0.786	33
756	2013	AMAN	46-D	46	6/23/2013	6/23/2013	0.783	32
757	2013	AMAN	6-A	6	6/23/2013	6/23/2013	1.205	36
758	2013	AMAN	2A	2A	6/23/2013	6/23/2013	1.336	34
759	2013	AMAN	15A	15A	6/23/2013	6/23/2013	0.801	32
760	2013	AMAN	16-A	16	6/23/2013	6/23/2013	0.91	33
761	2013	AMAN	16-B	16	6/23/2013	6/23/2013	0.883	32
762	2013	AMAN	9A-A	9A	6/23/2013	6/23/2013	0.695	29
763	2013	AMAN	10A-A	10A	6/23/2013	6/23/2013	0.829	34
764	2013	AMAN	10A-B	10A	6/23/2013	6/23/2013	0.963	35
765	2013	AMAN	10A-C	10A	6/23/2013	6/23/2013	0.886	32
766	2013	AMAN	9A-B	9A	6/23/2013	6/23/2013	0.597	30
767	2013	AMAN	9A-C	9A	6/23/2013	6/23/2013	0.748	31
768	2013	AMAN	12A-A	12A	6/23/2013	6/23/2013	0.822	32
769	2013	AMAN	12A-B	12A	6/23/2013	6/23/2013	0.96	31
770	2013	AMAN	13A-A	13A	6/23/2013	6/23/2013	0.909	31
771	2013	AMAN	12A-C	12A	6/23/2013	6/23/2013	0.933	30
772	2013	AMAN	12A-D	12A	6/23/2013	6/23/2013	0.753	30
773	2013	AMAN	12A-E	12A	6/23/2013	6/23/2013	1.126	34
774	2013	AMAN	12A-F	12A	6/23/2013	6/23/2013	0.804	31
775	2013	AMAN	13A-B	13A	6/23/2013	6/23/2013	1.074	33
776	2013	AMAN	13A-C	13A	6/23/2013	6/23/2013	1.167	35
777	2013	AMAN	13A-D	13A	6/23/2013	6/23/2013	1.007	35
778	2013	AMAN	13A-E	13A	6/23/2013	6/23/2013	1.042	35
779	2013	AMAN	12A-B	12A	6/25/2013	6/25/2013	0.996	34
780	2013	AMAN	12A-A	12A	6/25/2013	6/25/2013	1.363	35
781	2013	AMAN	9A-C	9A	6/25/2013	6/25/2013	0.65	27
782	2013	AMAN	9A-B	9A	6/25/2013	6/25/2013	0.46	25
783	2013	AMAN	9A-A	9A	6/25/2013	6/25/2013	0.695	31
784	2013	AMAN	9A-D	9A	6/25/2013	6/25/2013	0.677	31
785	2013	AMAN	15A-C	15A	6/25/2013	6/25/2013	1.025	33
786	2013	AMAN	15A-B	15A	6/25/2013	6/25/2013	0.95	34
787	2013	AMAN	15A-A	15A	6/25/2013	6/25/2013	1.299	36
788	2013	AMAN	2A	2A	6/25/2013	6/25/2013	1.424	36
789	2013	AMAN	46	46	6/25/2013	6/25/2013	0.893	31
790	2013	AMAN	13A-A	13A	6/25/2013	6/25/2013	0.651	28
791	2013	AMAN	13A-B	13A	6/25/2013	6/25/2013	0.998	30
792	2013	AMAN	32-A	32	6/25/2013	6/25/2013	0.701	31
793	2013	AMAN	32-B	32	6/25/2013	6/25/2013	1.053	31
794	2013	AMAN	9A	9A	6/27/2013	6/27/2013	0.616	32
795	2013	AMAN	13	13	6/27/2013	6/27/2013	1.277	39
796	2013	AMAN	4	4	6/27/2013	6/27/2013	1.444	41
797	2013	AMAN	46	46	6/27/2013	6/27/2013	1.238	38
798	2013	AMAN	15A-B	15A	6/27/2013	6/27/2013	0.912	35
799	2013	AMAN	15A-A	15A	6/27/2013	6/27/2013	0.881	34
800	2013	AMAN	9A-A	9A	6/27/2013	6/27/2013	0.762	33
801	2013	AMAN	13-A	13	6/27/2013	6/27/2013	1.28	36
802	2013	AMAN	49	49	6/27/2013	6/27/2013	0.98	37
803	2013	AMAN	9A	9A	6/29/2013	6/29/2013	0.756	31
804	2013	AMAN	46-B	46	6/29/2013	6/29/2013	1.089	35
805	2013	AMAN	46-C	46	6/29/2013	6/29/2013	1.013	34
806	2013	AMAN	46-A	46	6/29/2013	6/29/2013	0.983	35
807	2013	AMAN	19	19	6/29/2013	6/29/2013	1.01	35
808	2013	AMAN	32-A	32	6/29/2013	6/29/2013	1.04	30
809	2013	AMAN	32-B	32	6/29/2013	6/29/2013	0.744	33
810	2013	AMAN	4-C	4	6/29/2013	6/29/2013	1.313	35
811	2013	AMAN	4-B	4	6/29/2013	6/29/2013	1.032	34
812	2013	AMAN	4-A	4	6/29/2013	6/29/2013	1.346	35
813	2013	AMAN	13A	13A	7/1/2013	7/1/2013	0.71	38
814	2013	AMAN	9A	9A	7/1/2013	7/1/2013	0.626	30
815	2013	AMAN	46	46	7/1/2013	7/1/2013	1.199	36
816	2013	AMAN	4A-A	4A	7/3/2013	7/3/2013	0.942	32
817	2013	AMAN	4A-B	4A	7/3/2013	7/3/2013	0.742	27
818	2013	AMAN	4A-C	4A	7/3/2013	7/3/2013	1.042	34
819	2013	AMAN	4A-D	4A	7/3/2013	7/3/2013	0.85	31
820	2013	AMAN	13A	13A	7/3/2013	7/3/2013	0.795	30
821	2013	AMAN	10A-A	10A	7/3/2013	7/3/2013	1.036	32
822	2013	AMAN	10A-B	10A	7/3/2013	7/3/2013	0.734	32
823	2013	AMAN	13	13	7/3/2013	7/3/2013	0.772	34
824	2013	AMAN	46	46	7/3/2013	7/3/2013	1.251	34
825	2013	AMAN	2A	2A	7/3/2013	7/3/2013	0.937	35
826	2013	AMAN	12A	12A	7/5/2013	7/5/2013	0.847	26
827	2013	AMAN	15A	15A	7/5/2013	7/5/2013	1.021	31
828	2013	AMAN	4A	4A	7/5/2013	7/5/2013	0.633	32
829	2013	AMAN	35	35	7/7/2013	7/7/2013	0.847	34
830	2013	AMAN	46	46	7/7/2013	7/7/2013	0.605	38
831	2013	AMAN	1	1	7/7/2013	7/7/2013	1.046	31
832	2013	AMAN	13A	13A	7/9/2013	7/9/2013	0.857	30
833	2013	AMAN	13A-D	13A	7/9/2013	7/9/2013	NA	NA
834	2013	AMAN	32	32	7/13/2013	7/13/2013	0.547	31
