ID,Date,Pic Date,Pic Time,Arm          Left Upper,Arm          Left Lower,Arm          Right Upper,Arm          Right Lower,Leg             Left Upper,Leg             Left Lower,Leg             Right Upper,Leg             Right Lower,Head               Length,Head Width,Trunk Length,Trunk Width,Tail Length,Tail Width,Pic.Num
P1030794.JPG,,8/2/2013,08:43,3.397108329,4.403362919,3.520732452,4.621658685,2.491332374,4.67774187,2.408974263,4.614280659,11.33798823,7.275585062,22.83264759,6.621918151,29.71046045,3.171091452,1
P1030795.JPG,,8/2/2013,08:43,3.345600096,4.609747607,3.68662515,4.581091573,2.48295892,5.339591745,2.54125048,5.318390076,11.7283125,7.625463265,22.29900379,7.334257495,28.56855593,4.044938195,2
P1030796.JPG,,8/2/2013,08:44,3.42124568,5.036626053,3.558983282,4.83534673,2.484789327,5.452195888,2.197913556,4.790653922,12.34262217,7.607838589,23.94375386,8.046712434,30.49996926,4.168887142,1
P1030797.JPG,,8/2/2013,08:46,4.038932532,5.466366709,4.199731658,5.012640023,2.705669788,6.323772687,2.643753771,6.40657865,13.83093854,8.171255044,28.04869812,8.752428692,37.29187112,5.102827158,1
P1030798.JPG,,8/2/2013,08:47,3.446884535,4.193989151,3.576266489,4.475827186,2.602778707,4.879822333,2.448240593,5.172117265,11.76701853,7.546758576,21.46206693,6.655321179,25.69012894,3.47687,1
P1030799.JPG,,8/2/2013,08:48,3.406260413,4.657863137,3.600858925,4.368359532,2.575494127,5.265158877,2.653348451,5.738056553,11.10893285,6.702076171,21.50041211,6.537409655,26.17465969,3.673163895,1
P1030800.JPG,,8/2/2013,08:50,3.784677133,4.748066764,3.708623464,4.442662828,2.850235429,5.778503093,2.545648837,5.739552683,12.31096166,7.834925973,24.42507206,7.405984202,33.12106836,4.304362903,1
P1030801.JPG,,8/2/2013,08:51,3.52540097,4.597589042,3.508567799,4.98172992,2.424561404,5.01962648,2.361687956,5.618206297,12.4173115,7.413899446,24.020707,7.532462081,32.90828498,4.335168393,1
P1030802.JPG,,8/2/2013,08:52,3.740029011,4.926644801,3.67853952,5.251474174,2.415686445,6.411314062,2.586394595,5.98497594,13.6810773,7.89,29.58683743,9.456280558,41.00254593,5.104845149,1
P1030803.JPG,,8/2/2013,08:54,3.848788121,5.073982361,4.276120321,4.75318935,2.468800518,5.828649672,2.704366284,5.769787691,12.32827879,7.883404912,23.71609968,8.012213801,32.50960649,3.762628071,1
P1030804.JPG,,8/2/2013,09:04,3.392760528,5.164475288,4.211847338,4.837581421,2.379627072,6.348578739,2.567538315,5.613912896,12.50217137,7.158066778,23.16093401,7.657308404,30.20671955,4.182134025,1
P1030805.JPG,,8/2/2013,09:05,3.45786784,3.687107945,2.869874736,4.288847514,2.402325748,4.543687049,2.385500367,5.162789266,10.44693381,6.527711161,19.51684885,6.536315323,24.18266489,3.577566911,1
P1030806.JPG,,8/2/2013,09:06,4.547769233,5.465741029,4.078485626,5.459502999,3.025194374,6.628419419,3.33871023,6.864861397,14.75111738,8.36462151,31.41965985,9.732964399,46.97704223,5.763666194,1
P1030807.JPG,,8/2/2013,09:06,3.516300897,5.05219487,3.714407086,4.975282605,2.565913872,5.557623683,2.415215311,6.187514202,13.36246572,7.884837601,27.01236532,8.598583662,36.26289037,4.733114197,2
P1030808.JPG,,8/2/2013,09:07,3.636789793,5.071406215,3.583222711,4.717842409,2.698112859,5.494130049,2.650606912,5.443849098,11.69597217,7.301609206,23.42652582,7.278314091,30.07549183,3.857154392,1
P1030809.JPG,,8/2/2013,09:09,3.757382067,5.360638954,3.636732737,5.631095275,2.844366362,5.953030321,2.876300749,6.754400195,14.18108853,7.973334183,28.03337557,9.430239923,39.63530957,5.469459297,1
P1030810.JPG,,8/2/2013,09:10,3.317568387,4.95495005,3.838002084,4.920417259,2.469735208,5.604849061,2.021041563,5.244332751,12.88953413,7.722751647,25.04108804,7.671157931,33.90937805,4.966255128,1
P1030811.JPG,,8/2/2013,09:11,4.326340024,6.12284656,3.814939711,5.750403551,2.75093166,7.129675448,2.727184812,6.075714608,14.46465271,8.455889427,30.93894171,10.14507141,45.54470614,6.179702986,1
P1030812.JPG,,8/2/2013,09:12,3.770451697,4.467558282,3.628269147,4.63724843,2.357249456,4.599555739,2.700766743,5.025431822,12.30602852,7.746937718,23.5708499,7.741614431,31.37169312,4.524587606,1
P1030813.JPG,,8/2/2013,09:13,4.09199218,5.382122722,4.149434901,4.808788725,2.769193565,6.181843819,2.699715911,5.647223211,12.75711507,7.962298977,27.03847305,8.991927991,36.71793547,4.959508544,1
P1030814.JPG,,8/2/2013,09:32,3.552694752,4.367605408,3.204978783,4.771624671,2.70442933,5.125453443,2.698029651,5.75336319,11.79361607,7.214059121,23.59033626,7.763453162,31.20107968,3.946512891,1
P1030815.JPG,,8/2/2013,09:33,3.569662449,4.357402552,3.990813576,4.482777041,2.641008898,5.737081139,2.773954758,5.034061581,11.91329833,7.342683569,24.03018637,8.274037104,32.38777851,3.483728032,1
