ID,Date,Pic Date,Pic Time,Arm          Left Upper,Arm          Left Lower,Arm          Right Upper,Arm          Right Lower,Leg             Left Upper,Leg             Left Lower,Leg             Right Upper,Leg             Right Lower,Head               Length,Head Width,Trunk Length,Trunk Width,Tail Length,Tail Width,Pic.Num
38B,6/15/2013,6/30/2013,09:59,3.621342983,4.512455318,4.042,4.987507694,2.254636334,5.18274763,2.726622086,5.279648189,11.4430582,7.689373967,22.64559465,7.163634064,29.80715325,4.144313815,1
38C,6/9/2013,6/29/2013,21:36,4.05490826,4.609640442,3.79019076,4.953879793,2.270193824,5.560423905,2.658229862,5.500048909,11.65745191,7.548171765,23.71707649,7.5793662,32.05226976,4.17394885,1
38D,6/9/2013,6/29/2013,20:57,3.626906395,4.241271154,3.414180429,4.486764982,2.202010445,5.078549498,2.382963071,4.781027609,11.25898632,7.410509632,21.06941815,8.076871981,32.38939624,4.412393455,1
38E,6/9/2013,6/29/2013,20:50,3.331878899,4.504562687,3.851618102,4.664849087,1.605659055,5.236039152,1.547271793,6.037604243,10.8290133,7.267291449,20.58783148,7.467096156,27.98333885,4.409583427,1
38F,6/9/2013,6/29/2013,22:19,3.97266359,4.788234435,3.550853982,5.184358977,2.538435739,5.610982891,2.350484205,5.428487819,11.57831443,7.177786915,20.87548411,7.946209977,29.13896163,3.919712745,1
41A,6/15/2013,6/30/2013,10:00,4.07463888,4.928871676,4.221958906,5.378798472,2.857334422,5.674914361,2.586458969,6.091522388,12.35097522,7.733997996,24.1740225,10.08414999,34.02762944,4.79428514,1
43A,6/9/2013,6/29/2013,21:56,4.134601311,4.58395397,3.746248257,4.559136431,2.62755038,5.399371167,2.152206774,4.549666471,11.95048639,7.518822514,24.38834755,9.167369197,30.90000273,4.674962781,1
43B,6/9/2013,6/29/2013,21:59,3.701773764,4.972897847,3.43833099,4.814561766,2.707224409,4.780831099,1.746810236,5.3335326,11.86111837,7.586170839,24.30678342,8.455187343,32.00244022,4.535695316,1
45,6/11/2013,6/29/2013,22:24,3.790097756,4.764877858,3.937081406,4.794054026,2.862731737,5.501891402,2.601,4.930152229,11.53121789,7.570957271,23.01541642,7.382458466,30.10052445,3.979849369,1
45,6/13/2013,6/30/2013,00:19,3.678686994,4.144282809,3.740083555,4.477785278,2.018237102,5.610244291,2.559648804,5.573450816,11.82009222,7.336618908,21.76871363,7.589409727,28.82530666,4.815553343,1
45A,6/9/2013,6/29/2013,21:47,4.578630035,5.093003534,4.639759692,5.077723112,2.619,6.214752529,3.105,5.875463046,12.25600233,7.419106752,24.7322964,7.757138648,33.25950968,4.617315779,1
45A,6/15/2013,6/30/2013,09:26,3.9925433,4.521060606,3.449674912,4.706553941,2.853347683,5.617277988,2.580360634,5.240333673,12.022,7.274046467,23.99747372,7.781758734,32.64864905,4.320745306,1
45A,6/17/2013,6/30/2013,00:36,4.104395814,4.510360185,3.364428035,3.918186953,2.471264049,5.46097473,2.055761903,5.067260601,11.89654576,7.231675394,22.66423103,7.428890159,27.65262989,4.082597213,1
45B,6/15/2013,6/29/2013,23:31,3.943974265,4.537980718,3.620104557,4.140126206,2.314556761,6.12141201,2.294,5.127545417,11.92422396,7.54748839,24.64226477,8.539331707,33.22680331,4.748960413,1
45B,6/17/2013,6/29/2013,23:24,3.780263615,4.954990414,3.986855653,4.599641834,2.462204297,5.747675095,2.889402187,5.663460161,11.41046055,7.40207302,22.87392966,8.596103303,32.0245358,4.555960053,1
45C,6/15/2013,6/30/2013,00:55,3.828960303,4.560758709,3.893485457,4.673267486,2.768515848,5.905846679,2.554315955,5.443772405,12.14185427,7.564041314,23.95786785,7.765643888,33.12180626,4.152155103,1
45D,6/15/2013,6/30/2013,09:08,3.640060576,4.693529376,4.151009757,4.655052846,2.228774776,5.428226322,2.937893803,5.368289206,11.27270637,7.055929492,21.76862646,7.11928606,29.5857885,4.5876761,1
45E,6/15/2013,6/30/2013,09:12,3.14207702,4.199933809,3.549904928,4.310506351,2.346503995,4.675598464,2.485977675,5.294122212,11.63623874,7.327829488,21.77997091,8.011825073,29.61459176,4.471377976,1
45F,6/15/2013,6/30/2013,09:21,3.417794172,4.269616493,3.599117947,4.496511648,2.745906044,5.230304962,2.58,4.573661334,12.05630997,7.538358243,23.13304608,7.400449851,30.79699946,3.988000125,1
45G,6/15/2013,6/30/2013,00:32,4.023572666,4.898658286,3.79834306,4.256038769,2.659108309,5.127643221,2.306680082,5.010643172,11.62678481,7.32189552,22.10961829,7.625250488,30.58578737,4.486883662,1
46,6/11/2013,6/29/2013,22:32,3.638892689,4.054049334,3.038061388,4.129721056,2.548657097,4.34884318,1.884040339,4.492169743,10.22456126,6.696464888,19.38808905,6.27112757,24.91275248,3.77505298,1
46A,6/9/2013,6/29/2013,20:42,3.847786117,4.183597734,2.993944054,4.377760615,2.321315575,4.886616928,2.091196069,5.059440384,11.47309836,7.112519947,21.70253361,7.178621873,28.83500765,4.442566938,1
46A,6/13/2013,6/30/2013,00:31,3.458861084,4.714955991,3.846708983,4.273988886,2.033490841,5.154867603,2.697050426,5.10021225,11.23587656,7.257200562,22.24965802,7.520072407,31.33116385,4.40912599,1
46A,6/15/2013,6/30/2013,09:53,3.816180944,4.678976918,3.595040194,4.507206008,2.568520586,5.134536493,2.283362652,4.944396626,10.87364267,7.029434401,20.9900126,7.19315355,28.52526889,3.985,1
46A,6/17/2013,6/30/2013,09:28,3.157973084,3.912231077,3.214738714,4.117459897,1.885240568,4.506824714,1.926582726,4.829252944,10.4666668,6.83319669,19.55789339,6.365057266,25.58344123,4.016370127,1
46A,6/21/2013,6/30/2013,08:36,3.13725772,3.75634836,3.449895796,4.129293523,2.373150227,4.767374644,2.266918613,4.600785259,11.1578515,6.797053626,19.64792735,6.23805226,24.4852867,3.492,1
46B,6/9/2013,6/29/2013,21:07,3.05740887,2.930690704,3.289147306,3.823790397,1.93701239,4.60789453,2.178863236,4.899340874,10.60151206,6.742271502,18.85441023,6.237255807,27.25453041,3.862012429,1
46B,6/13/2013,6/30/2013,01:02,3.313408064,3.827363714,3.149884601,3.779228757,2.415375954,4.641131004,1.764982153,4.479207519,10.49649018,6.524828887,19.66813179,6.265485536,25.04192503,3.547857523,1
46B,6/15/2013,6/30/2013,09:46,3.045085877,3.738778678,3.476819811,3.747772272,1.680463031,4.61061818,2.283961909,4.485598511,10.42101919,6.787471473,19.10793641,6.851972709,25.26274247,3.782685025,1
46B,6/21/2013,6/30/2013,09:48,3.370282036,4.412856784,3.407912117,4.335970595,2.069289975,4.627058353,2.110991473,4.704225547,10.769902,7.054940113,20.83244251,7.285472806,26.69940288,4.100088901,1
46C,6/9/2013,6/29/2013,20:48,3.339298429,3.888584447,3.734418964,4.077589974,1.889510519,4.581339979,2.354210696,4.715924088,11.01884518,6.854379987,17.61786003,6.503286092,29.63226917,3.762,1
46C,6/15/2013,6/30/2013,09:47,3.373809864,4.203297396,3.278982312,4.084718473,2.611106279,4.561643673,2.101901044,4.344506646,10.99654864,6.923678574,19.41585254,6.565269606,25.7436014,3.917091906,1
46D,6/9/2013,6/29/2013,21:44,3.454574938,4.269952927,3.467097057,3.831503621,2.315194376,4.777029202,2.479584844,4.438203691,11.21469402,6.824238346,20.73675098,7.2187199,27.72298839,4.014032511,1
46E,6/9/2013,6/29/2013,21:38,3.462107162,4.491636784,3.081446738,3.997203522,1.991362599,4.762824792,1.981857714,4.602404263,10.72370109,6.713479724,20.4743837,6.656400303,25.81877389,3.381946333,1
46F,6/9/2013,6/29/2013,20:43,3.634290165,4.358532895,3.890781927,4.227842239,2.420235526,4.555011526,2.930795967,4.376781009,11.49841733,6.947231175,19.94310269,6.954110295,27.4313727,3.97102619,1
47A,6/9/2013,6/29/2013,21:53,4.35970733,4.971369328,4.589117562,5.624703548,2.654406902,6.487026823,3.03097938,6.365923342,13.89259493,8.5611932,25.29834224,10.0631421,37.07300303,5.671952926,1
49,6/13/2013,6/30/2013,00:34,3.437299085,4.276166975,3.555109562,4.278955129,2.061816675,4.505578986,2.121564046,4.813253889,11.1371354,7.045225688,21.20750256,6.746832738,28.22730384,3.639092881,1
