ID,Date,Pic Date,Pic Time,Arm          Left Upper,Arm          Left Lower,Arm          Right Upper,Arm          Right Lower,Leg             Left Upper,Leg             Left Lower,Leg             Right Upper,Leg             Right Lower,Head               Length,Head Width,Trunk Length,Trunk Width,Tail Length,Tail Width,Pic.Num
32A,6/9/2013,6/29/2013,21:40,3.17,3.549,3.568,3.682,2.028,3.987,2.138,3.526,10.473,6.478,16.938,5.513,20.834,3.322,1
32A,6/11/2013,6/29/2013,22:23,3.301,3.574,3.411,3.764,2.264,3.639,2.907,4.085,10.795,7.217,17.67,6.091,24.598,3.944,1
32A,6/15/13 (2),6/30/2013,10:01,3.487,4.191,4.087,3.496,2.492,4.236,2.362,4,11.439,6.913,19.269,6.392,25.255,4.106,1
32A,6/15/2013,6/30/2013,09:24,3.369,3.609,3.155,3.894,2.263,4.29,2.402,4.469,11.294,7.149,17.757,6.384,26.809,4.549,1
32A,6/19/2013,6/29/2013,23:35,3.466,3.839,3.548,4.088,2.695,3.821,2.668,4.324,11.025,6.668,18.767,7.252,26.293,4.288,1
32B,6/9/2013,6/29/2013,22:17,3.282336515,3.333409666,3.236394599,3.475664253,2.271281797,4.235065643,2.288746819,3.393378552,10.94164978,6.708524279,17.65109087,5.995705546,22.50932696,3.52,1
32B,6/11/2013,6/29/2013,22:25,3.569865264,3.557652316,3.424,3.312730747,2.255968971,4.001084853,2.438201181,3.716628176,10.842,6.665323548,17.45462268,6.376443209,22.88562276,3.472331781,1
32B,6/13/2013,6/30/2013,09:11,2.980063254,3.671918981,3.174688961,2.850720786,2.022854666,3.215384269,2.402146124,3.027540421,11.07289953,6.549788699,16.88960775,6.410492103,21.12431833,3.709665888,1
32B,6/19/2013,6/30/2013,00:15,3.056358945,3.484645463,3.803244536,3.180141506,2.662022727,3.691663311,2.324351522,3.2408593,11.09187563,6.98664111,18.19638645,6.903334919,23.88708212,4.243,1
32C,6/11/2013,6/29/2013,22:35,3.657831735,3.570422944,3.502868539,3.74792556,2.456793235,4.001220064,2.278462859,4.50315445,10.89551307,6.928952374,18.0617477,6.30393052,24.51011703,4.579569085,1
32C,6/19/2013,6/29/2013,23:28,3.689492106,3.660728343,3.532614329,3.79053268,2.826078732,4.667421129,2.559840034,3.370959062,11.16857614,6.976318872,19.55343359,6.103449025,25.36634309,4.126897745,1
32D,6/11/2013,6/29/2013,22:31,3.355787389,3.977757785,3.830684665,3.699028656,2.367522334,3.623270484,2.701549926,3.524307733,10.73605072,6.986723767,17.83064567,5.364721521,24.42411155,3.603205517,1
34C,6/5/2013,6/29/2013,20:18,4.139630901,3.919787877,4.297528243,4.01062439,2.821868353,4.670165843,3.084993517,4.796907858,12.38651533,7.235156529,20.5317479,7.774710091,28.70925044,4.86804242,1
34D,6/5/2013,6/29/2013,20:17,3.640598302,4.042896115,3.614249576,4.224330124,2.161278557,4.441524513,2.889016788,3.877468891,12.51556703,7.819135822,23.27358846,9.269875727,33.74774307,5.957462547,1
35,6/11/2013,6/29/2013,22:33,3.939797584,3.756560129,3.914866537,3.942066083,3.048971302,3.639606572,2.295617564,4.395606898,11.29279142,6.808524657,20.40578511,6.287972169,24.40666165,4.549108594,1
35A,6/9/2013,6/29/2013,21:41,3.375469301,3.732117495,3.984692334,3.831353808,2.673658916,3.393681334,1.938476206,4.830106417,12.19380843,7.206182068,19.43598235,7.388290465,26.40948928,4.896484555,1
35A,6/13/2013,6/30/2013,09:15,3.560814794,3.615409797,3.222125541,3.760480023,2.400672614,4.260215253,2.381126624,4.494611997,11.36597048,7.317831168,17.78967397,6.651149149,25.23073318,4.772317781,1
35A,6/15/2013,6/30/2013,08:42,3.356015793,3.736737882,3.751381612,3.5415066,2.457786402,4.100823454,2.454709148,4.416996717,11.56925689,7.262031259,19.61888103,7.188935944,23.03280628,4.55838184,1
35A,6/19/2013,6/29/2013,23:33,3.16526476,3.591045112,3.622267936,3.570504306,2.736114764,4.49456316,2.497201834,3.744438009,10.97333026,7.533412109,19.43016752,6.601112103,26.38821707,4.966030608,1
35A,6/21/2013,6/30/2013,08:23,3.937520159,3.663293054,4.205078477,3.873624143,2.52446529,3.770192701,2.735679075,4.004078546,11.77836546,7.174753585,18.21342442,6.398158251,25.80452503,4.712448302,1
35B,6/19/2013,6/29/2013,23:29,3.578654775,3.776317386,3.65041436,3.857164891,2.771115479,4.342496172,3.011,3.709636775,11.23755868,7.193207699,19.33479405,6.900584468,24.32815729,4.634191192,1
35B,6/21/2013,6/30/2013,08:34,3.733441978,4.140418457,3.490553681,3.997297212,2.64411592,4.283151176,2.585594129,3.404255278,11.71334709,7.57821153,20.87794494,7.363,25.7350952,4.699521359,1
35C,6/21/2013,6/30/2013,10:04,3.851849037,4.552513591,3.869054794,4.233774911,2.557753897,4.720368312,2.877727054,5.420415113,11.64146468,6.88698047,21.46156287,7.812603215,29.47266411,4.995768209,1
38,6/11/2013,6/29/2013,22:27,3.848711473,3.383197452,3.775725228,4.151582469,3.092461317,5.19688676,2.765831701,5.16394665,12.13089531,7.630170444,20.59215562,7.403329251,31.32525628,5.114572514,1
38A,6/9/2013,6/29/2013,20:47,4.110149024,4.152,4.335274501,3.744377385,2.474717358,4.068734447,3.189219967,3.15277481,12.30569189,8.030656573,22.39140478,7.897419958,30.1937631,5.040375085,1
38A,6/15/2013,6/30/2013,01:03,3.690690044,4.945384616,3.950271003,4.11795981,3.238988885,4.867595402,3.062791047,5.58288026,12.55392022,7.611415637,23.50910564,7.841894669,31.32679309,4.883883905,1
38B,6/9/2013,6/29/2013,21:05,3.468465511,4.415733801,3.234483112,3.766218793,3.042177674,4.058048423,2.638604366,3.726709004,11.77050976,7.444979516,19.92750423,6.466922993,27.30448214,4.151208619,1
38B,6/15/2013,6/30/2013,09:59,4.146306911,4.094237047,4.059730287,4.715612367,2.757075443,4.73657524,2.621041396,5.547786045,12.34629345,7.823476273,22.55228223,7.306558492,29.02459829,4.366681234,1
38C,6/9/2013,6/29/2013,21:36,4.364200843,4.369769445,3.825610801,4.026862923,2.675228962,4.196400005,2.981296698,5.145160445,12.60455672,7.670996937,23.02201138,8.331703307,31.70550269,5.135439611,1
38D,6/9/2013,6/29/2013,20:57,3.75716409,3.792,3.861670234,3.939777913,2.467946515,4.90036866,2.25170713,4.598010439,11.79460254,7.545511248,20.58771821,8.015064379,31.45103536,5.029580499,1
38E,6/9/2013,6/29/2013,20:50,3.792342943,4.252619075,4.059700482,4.051309541,1.636868351,4.897640759,2.940541617,4.584027596,11.44847435,7.436381109,20.45943912,7.86823716,27.26271104,4.462710947,1
38F,6/9/2013,6/29/2013,22:19,3.923040912,4.181384699,4.57055489,4.549409632,3.157133193,4.747053191,2.959514149,4.599403657,11.97865706,7.328448267,20.29254508,7.98548095,28.82986599,4.21502669,1
41A,6/15/2013,6/30/2013,10:00,4.050363564,4.650118816,4.438821916,5.287665837,3.578465593,4.188277092,2.893664286,5.734145098,13.01000546,8.022152143,23.33391785,10.11477494,33.30860748,5.232,1
43A,6/9/2013,6/29/2013,21:56,4.150980848,4.228325082,4.374093392,3.855056031,2.625200373,4.604438837,2.771702185,4.189478368,12.86229486,7.954368108,24.24675657,9.104738986,31.07964147,4.714514291,1
43B,6/9/2013,6/29/2013,21:59,3.714456084,3.980213185,4.243411953,4.554630281,2.987,5.041381259,2.306335839,4.727574537,12.63785187,7.842980301,24.7353055,8.599009769,31.12551654,5.25166526,1
45,6/11/2013,6/29/2013,22:24,3.884560722,4.231633491,4.458120905,4.024602465,3.181399849,5.320225653,2.467817052,4.787768583,12.29873916,7.708398796,22.76290254,7.998833165,29.92677209,4.882098115,1
45,6/13/2013,6/30/2013,00:19,4.01177791,4.10865063,3.792328704,4.213369673,3.206280399,4.587863337,3.001329872,5.332757354,12.09892793,7.605920391,21.21601002,8.314655796,28.54176962,5.096522834,1
45A,6/9/2013,6/29/2013,21:47,4.542182075,4.088268582,4.92475238,4.213153807,3.242407131,4.705367998,3.123160739,5.421635639,12.61718039,7.484944956,23.50011755,7.992924997,32.96905951,5.297339804,1
45A,6/15/2013,6/30/2013,09:26,3.913118961,4.53118991,4.187267964,4.536655707,3.121675351,4.840359594,2.799,4.601309053,12.94712991,7.648012814,23.36325476,7.934421844,32.92702045,4.940757229,1
45A,6/17/2013,6/30/2013,00:36,3.769560452,4.030524159,3.849844153,3.621380952,3.140681614,4.716420783,2.646705499,4.85720084,12.6321045,7.670101759,21.77109703,7.344287644,27.95688316,4.643209666,1
45B,6/15/2013,6/29/2013,23:31,3.950915843,4.360984866,3.800461156,4.012209491,2.607957055,4.189229046,3.076903638,4.673411174,12.04288553,7.750043613,23.54094327,8.405451683,32.27095676,5.186993445,1
45B,6/17/2013,6/29/2013,23:24,3.968893171,4.245001296,4.361962861,4.177033517,3.012071878,4.806888599,2.948136021,5.139617982,12.72165182,8.019676427,22.22916141,8.548270468,31.39502422,5.199778841,1
45C,6/15/2013,6/30/2013,00:55,4.344443923,4.036963463,4.852315942,4.569,3.354646032,5.766544372,3.05112848,4.767112858,12.74912017,7.787280141,23.30839173,8.066770481,33.13767367,4.484750272,1
45D,6/15/2013,6/30/2013,09:08,3.878745416,3.867631963,4.042126792,4.397806044,2.457,4.507764413,2.566406437,4.627023773,11.79516295,7.190354651,21.44965494,7.617252326,29.4074715,4.968960153,1
45E,6/15/2013,6/30/2013,09:12,3.487,3.921618671,3.623359353,3.770745947,2.930487502,4.912269129,2.639437061,4.788114556,12.30639854,7.638088897,21.38264871,8.568160829,28.77137232,4.675194648,1
45F,6/15/2013,6/30/2013,09:21,3.466181328,4.027291025,3.545891848,4.179445178,2.923861317,5.029118511,3.041805385,4.810032952,12.50283328,7.761513383,23.249253,7.666547658,30.51289001,4.181750949,1
45G,6/15/2013,6/30/2013,00:32,4.33627167,4.301176118,3.995102252,3.47723137,3.145076947,4.75564023,2.557890537,4.792441758,12.36011752,7.534856137,21.93666757,8.033034607,30.34844551,4.803408998,1
46,6/11/2013,6/29/2013,22:32,3.611163386,3.809161194,3.809758523,3.567487912,2.737370454,4.172583492,2.28677524,3.952769282,11.13329138,6.970705129,18.51543902,6.428864052,24.31981359,4.281406545,1
46A,6/9/2013,6/29/2013,20:42,3.897918034,3.371225297,3.922552485,3.812608818,2.728720763,4.645934244,2.685243006,4.138628034,12.01613732,7.287462796,21.21779265,7.412105301,28.10907286,4.537805637,1
46A,6/13/2013,6/30/2013,00:31,3.849320589,4.564568983,4.174899879,4.238648134,2.566820796,4.687817509,2.804950089,4.473389096,11.73870734,7.08538644,22.15588466,7.381370943,30.38028461,4.958748431,1
46A,6/15/2013,6/30/2013,09:53,3.389232952,3.864941526,4.35996078,3.356920613,2.298459702,4.776099036,2.523752167,4.289960956,11.67087152,7.338316564,20.12409573,7.237967256,27.98394191,4.544126429,1
46A,6/17/2013,6/30/2013,09:28,3.452667519,3.384859968,3.310562037,4.047263396,2.500759085,3.267560711,2.124294,3.325110073,10.85843437,6.858876657,19.5439287,6.404404266,24.89554806,4.233000945,1
46A,6/21/2013,6/30/2013,08:36,3.383915631,3.326025406,3.825190845,3.731338902,2.819234293,3.825143788,2.543604529,4.426331438,11.65070916,7.016026297,19.25298442,6.481899876,24.74744037,4.021030838,1
46B,6/9/2013,6/29/2013,21:07,3.351,1.874,3.355309375,3.408393317,2.56606021,3.487294223,2.465279092,4.388188692,11.38294887,7.100220842,18.64365206,6.487220437,27.3050679,4.177372021,1
46B,6/13/2013,6/30/2013,01:02,3.360422146,3.470117145,3.301198722,2.978263924,2.544473619,3.347327591,2.412,3.754829557,10.75599963,6.773008933,19.76646251,6.38525254,24.83672098,4.363225642,1
46B,6/15/2013,6/30/2013,09:46,3.421105231,3.216022388,3.580949595,3.727733896,2.761608408,3.988984833,2.73642102,3.377632307,10.67916855,6.972660898,19.15353753,6.78238896,24.90086745,4.651451386,1
46B,6/21/2013,6/30/2013,09:48,3.296295648,3.638032985,3.507338735,3.887010419,1.991913653,4.388780468,2.332544105,4.165631285,11.46563548,7.646549091,20.55638616,7.45725774,26.67900007,4.198,1
46C,6/9/2013,6/29/2013,20:48,3.435,3.826912332,3.782641009,4.078541529,2.454866188,3.794566905,2.950742449,3.625293505,11.37794837,6.932268388,19.32509946,6.810110865,27.74857122,4.560223788,1
46C,6/15/2013,6/30/2013,09:47,3.416247356,3.646335695,3.482347771,3.654814496,2.242824336,4.338625243,2.278333821,3.541740956,11.65161594,7.366056815,18.83190922,6.93364154,25.856438,4.3141888,1
46D,6/9/2013,6/29/2013,21:44,3.670466592,3.779500628,3.895880003,3.524128545,2.612829309,4.065356688,2.343198668,4.474403312,11.63114358,7.179600337,20.0600324,7.573412045,27.76730632,4.319519649,1
46E,6/9/2013,6/29/2013,21:38,3.084265391,3.710277752,3.727511234,2.997543161,2.333088082,3.703915361,2.385652322,3.611562127,11.38281481,7.254606054,20.2775482,6.880320123,25.45412206,4.308633774,1
46F,6/9/2013,6/29/2013,20:43,3.938788773,3.937879252,3.981393851,3.594316903,2.5000288,3.688170549,2.054129986,4.646516975,11.68040111,7.109479657,19.51878075,6.78227941,28.17975055,4.155478793,1
47A,6/9/2013,6/29/2013,21:53,4.700313181,5.191580203,4.428992775,4.9816971,3.69207611,5.614914781,3.564788072,5.204439739,14.70063934,8.937238108,23.92599026,10.36721356,36.96200346,6.459729096,1
49,6/13/2013,6/30/2013,00:34,3.241962677,3.574414218,4.185424829,3.657392651,3.511287513,3.240951249,2.51165125,3.475216396,11.4015852,7.671661684,21.42214567,6.956448591,27.36164017,4.031,1
49A,6/9/2013,6/29/2013,23:40,3.735805803,3.714163836,4.363980293,3.95515714,3.135686847,4.502010662,2.845021265,4.569061282,11.82531171,7.226222596,21.29738183,7.734936975,28.82306668,4.213277703,1
49A,6/15/2013,6/30/2013,10:03,3.400113233,3.491030937,3.419946198,3.83362922,2.58826776,4.524611144,2.349591454,4.027585505,11.23962713,6.953471795,21.28395172,7.125462231,28.07583005,4.345415975,1
49B,6/9/2013,6/30/2013,00:16,3.631999174,3.901477925,3.639781587,3.769128546,3.460332065,3.874236183,2.357503977,4.567953152,11.01948606,7.918239261,20.64735223,8.20381777,25.75540256,4.365214542,1
49C,6/9/2013,6/29/2013,23:32,4.049400943,4.05245913,4.064161414,4.211757947,2.868675827,4.764774916,2.740143062,4.59067849,12.05651098,7.403760261,22.37908043,7.197258506,29.60070028,5.388436972,1
49D,6/9/2013,6/29/2013,20:45,2.824172268,4.01817583,3.935683041,3.579511699,2.957949459,4.564,2.157746278,3.861435614,12.2817877,7.520834262,24.02705583,8.045683874,31.57639804,5.267907554,1
49E,6/9/2013,6/29/2013,21:49,4.271065558,4.107535149,3.82582514,3.938983879,2.990474544,4.745797509,2.885849095,5.079293258,12.51167335,7.749248028,21.93820526,7.501356211,31.92473875,5.063543127,1
49F,6/9/2013,6/29/2013,21:46,4.564791452,3.94239445,4.451852873,3.881047925,2.440070901,4.834851084,2.95267963,4.842017451,12.72322679,7.484026523,22.44357514,7.547288586,30.10876098,5.089904223,1
,,,,,,,,,,,,,,,,,,1
1A,5/17/2013,6/29/2013,09:25,4.324387587,4.970345058,4.390417292,4.554392276,2.657971031,4.939411807,2.644700361,5.125714389,14.14458882,7.922344666,24.97538905,8.293213249,34.0439123,5.105517799,1
1A,5/26/2013,6/29/2013,12:18,4.623926686,4.198169363,4.400865597,4.091072353,3.292902975,4.109538417,2.958641749,3.819420899,12.40149709,8.262263612,23.60727873,6.957688481,33.97576998,4.867889995,1
1A-A,5/21/2013,6/29/2013,09:51,3.591560246,4.706821645,4.134948609,4.134438898,2.133769669,4.206499019,3.207678444,4.51382421,12.95075357,7.005664565,21.44072238,6.638191697,23.3822,4.250599958,1
1A-A,5/26/2013,6/29/2013,10:07,4.178586364,4.110909997,3.8527424,4.129211547,2.865473434,4.975277379,2.524032488,4.968025765,12.38808888,7.444987374,21.37900711,6.360435913,26.89323166,4.248576703,1
1A-B,5/26/2013,6/29/2013,10:04,3.966500347,4.434160123,4.295346319,4.164790031,3.273392888,4.980587315,2.281035949,4.847236429,12.674,7.737097389,21.79634726,7.828155977,29.84791081,5.154852083,1
1A-I,5/26/2013,6/29/2013,10:31,4.855286809,4.618859167,4.732984788,4.344323307,2.613,5.444667942,2.739897261,5.158131638,14.35274026,8.069541313,23.76484517,7.34131446,33.90131857,5.011926775,1
2-A,5/30/2013,6/29/2013,15:52,4.490697273,4.539509335,4.592440092,4.681017945,2.413067964,5.849294744,2.871037791,5.253995432,13.96152033,9.007196734,26.48593969,11.39791634,35.86481354,5.929148084,1
2A,6/7/2013,6/29/2013,15:36,3.860826984,3.806891777,3.179884589,3.461361148,3.085663786,4.184332683,2.96715099,2.746276934,11.96696674,7.263145668,21.39635791,6.831364432,30.28334724,4.981761235,1
2A-A,6/5/2013,6/29/2013,15:31,3.595649872,3.714681413,3.766051779,3.858061949,2.565363912,4.030714701,2.791029201,3.102273038,11.67549643,7.813599043,21.15201411,8.782988387,28.94824471,5.207826802,1
2A-A,6/9/2013,6/29/2013,13:41,3.601923097,3.859096915,4.385756263,3.644354538,2.715577471,3.445231197,2.649091354,3.285815728,11.96012479,7.370122523,21.44749181,6.539,28.05675543,4.340377057,1
2A-B,6/5/2013,6/29/2013,15:29,3.928616041,3.311120656,3.80193385,4.323778093,2.589781651,4.126615199,2.467729523,4.006828297,12.28491799,7.406119159,21.12833974,7.342923192,27.94633346,4.515588998,1
2A-B,6/9/2013,6/29/2013,13:40,3.41430066,3.840315091,4.042369231,4.234988784,2.676036808,4.056249499,2.537320831,3.45793074,11.55643842,7.340279014,21.04738599,6.834758591,21.86910085,4.243876765,1
2A-C,6/5/2013,6/29/2013,14:46,3.450781071,4.331533793,3.920943764,4.536009369,2.846251043,4.448090377,2.422536893,4.103761445,11.91076509,7.388163845,21.45466262,8.799035686,27.68144485,4.406461733,1
2A-D,6/5/2013,6/29/2013,14:58,3.281044041,4.302063691,4.148045443,3.435720157,2.705550221,3.245926832,2.895230043,3.581846591,12.50055187,7.407789211,21.1431561,7.302647807,29.27889923,4.778001674,1
2A-E,6/5/2013,6/29/2013,14:00,3.584428127,3.811585759,4.089618564,3.651582944,2.799744631,4.35772475,2.761374296,4.72010519,11.92455706,7.132,20.32624621,6.833286545,28.64063674,4.171755146,1
2A-E,6/9/2013,6/29/2013,19:14,3.871636605,4.166486529,4.26796216,3.525516274,2.567963395,4.300375449,2.895337631,2.948731422,11.84192087,7.123446638,20.56315387,6.767189446,27.97654734,4.297900999,1
2A-F,6/5/2013,6/29/2013,14:53,3.732090299,4.359418883,4.138084219,3.751696283,2.26927852,4.566338796,3.184413604,4.876623627,12.03462048,7.404810666,21.68954414,7.146217181,31.09743901,4.347560235,1
2A-F,6/9/2013,6/29/2013,12:51,4.087564678,3.677773375,4.334859283,4.187725516,2.882276878,4.500764046,2.46565468,3.903123108,11.61419791,7.072239886,20.97748176,6.064306803,25.73024679,4.118,1
2A-H,6/9/2013,6/29/2013,12:05,3.693240989,3.722583646,4.269135393,3.808886977,2.96018817,3.751568339,2.660800068,3.728974792,11.44993035,7.306959422,22.05268802,7.050377933,27.3368141,4.135438308,1
3A-A,5/24/2013,6/29/2013,09:08,4.236094546,4.531067203,4.750892969,4.053292242,2.470247963,4.102172229,2.525633782,4.299841044,13.77413729,7.288173983,21.53040576,7.114012229,30.3265253,4.236094546,1
3A-A,5/26/2013,6/29/2013,11:09,4.139394279,3.723026323,4.075049079,4.162015978,3.042086455,5.058184852,2.445950531,4.238456559,12.73180604,7.270588697,23.68490585,7.320123496,30.62315047,4.369700333,1
3A-B,5/26/2013,6/29/2013,10:35,4.199062991,4.252752756,4.627,3.843261766,3.254155036,4.260272761,2.699432903,4.006171489,13.41717735,8.37086047,24.26162659,8.297,32.707,5.184723136,1
3A-B,5/28/2013,6/29/2013,13:16,4.09254212,3.927359546,4.177386384,4.348910323,2.667842574,5.306689458,2.799815172,4.829304919,12.53210202,7.683587704,22.41356368,7.528322854,30.21619342,4.447635327,1
3A-C,5/26/2013,6/29/2013,10:13,3.63193392,4.475386575,3.890280838,4.398325249,3.179210279,4.544332404,2.929249051,4.307702056,13.2843386,8.057276215,23.32107598,8.015803952,30.3403143,4.457436595,1
3A-D,5/26/2013,6/29/2013,10:10,3.06757233,4.060788101,4.159326869,3.176476035,2.11896201,5.323532662,2.915475947,3.328663395,12.60534811,7.915806971,22.27285343,8.229823813,30.3,4.604345773,1
3A-G,5/26/2013,6/29/2013,10:06,4.549520634,4.213390559,4.432639056,4.283448377,3.191238788,3.988131643,3.05703124,4.669804386,13.49353508,8.176093016,22.5702109,7.318871566,29.46243303,4.792224118,1
4,6/7/2013,6/29/2013,14:42,3.35050041,3.940389955,3.707595582,3.337793433,2.394544842,3.841812593,2.216732054,3.386397791,11.25856994,7.602615471,18.57615687,6.084294947,23.0789349,3.457272046,1
4A,6/5/2013,6/29/2013,15:55,4.227260579,4.427157214,4.006942101,4.472770171,3.478,4.482149707,2.712973461,5.321652563,13.84672961,8.399005001,24.37655671,9.841601953,35.12095308,6.174112568,1
4A-A,5/26/2013,6/29/2013,11:22,3.786799176,4.809768913,4.393409724,4.700989045,2.491484698,5.763662898,2.525221772,4.210554002,13.54080651,7.557478018,23.61809698,7.580860769,34.50363705,4.541938353,1
4A-B,5/26/2013,6/29/2013,12:12,4.50438997,4.358342919,4.226721898,4.534929437,2.828750254,5.319293656,2.535911868,4.995778718,13.72169181,8.001142731,25.1311875,7.945,32.73030852,5.342445601,1
4A-C,5/26/2013,6/29/2013,12:07,4.329940531,4.432016697,4.057796693,4.381019288,3.376017921,5.07595193,2.836908529,4.440301454,12.14200189,7.404361755,23.06473215,6.550539291,30.17163416,4.653829606,1
4-B,5/28/2013,6/29/2013,13:11,3.343618698,3.636813165,4.055287043,3.482988516,1.701,3.487358456,1.971534428,4.144898672,11.26727554,7.206,19.52657556,7.460001743,23.99572922,4.616843077,1
4-C,5/28/2013,6/29/2013,13:09,3.379959319,3.696,3.883170354,3.515110525,1.936058367,3.686646715,1.807448201,4.594565485,10.79586425,6.826548908,17.00428446,6.14720652,21.70628577,3.699537539,1
5A,5/22/2013,6/29/2013,09:26,4.298225215,5.126308808,4.141543794,4.517084569,3.025402122,5.956812654,2.555960876,5.31762588,13.36097249,8.021190996,26.29492761,8.165630533,33.98203244,4.791377672,1
5A,5/26/2013,6/29/2013,10:15,4.573681231,4.853453719,5.065430386,3.722618702,3.116933429,4.712505172,3.00056828,5.202430394,13.89142138,7.355639605,24.3584434,7.645,33.89235496,4.548,1
5A-A,5/24/2013,6/29/2013,09:20,4.155478793,4.154466632,5.17,4.399859657,1.637169814,4.586687803,2.470917441,4.758091739,13.39240889,7.628872132,24.34325313,8.390430561,34.94132168,5.087840898,1
5A-A,5/26/2013,6/29/2013,11:24,4.860381569,4.618567419,4.419732345,4.968575248,3.039082098,4.760566038,2.973730654,5.256674709,12.49662939,7.65400196,23.83159034,7.54553676,30.8471263,4.801379073,1
5A-B,5/24/2013,6/29/2013,09:13,3.926556379,5.104943193,4.074664771,4.56206313,2.509183533,4.540136121,2.611234382,4.424454091,13.48897402,8.6415207,25.52674347,8.503034047,32.37234156,4.893192005,1
5A-B,5/26/2013,6/29/2013,11:08,4.465866657,4.782218836,4.916594146,5.044450912,2.195725165,5.629942184,2.886481595,5.045930043,13.76795381,8.145719919,24.16080307,8.281,36.6152582,5.158074932,1
5A-C,5/26/2013,6/29/2013,10:57,4.6246082,4.787552402,4.529671622,4.651177163,3.114556951,5.744698861,2.604406266,4.906552456,13.57220174,8.453671983,24.68679868,8.128336853,34.13658338,4.450192355,1
6-A,6/7/2013,6/29/2013,15:23,3.980427364,4.079104313,4.003634474,2.971396978,2.54681134,5.284666498,2.354692549,4.442454277,12.14218666,7.297391452,20.70178128,7.06896612,22.61698249,4.804818623,1
6A-A,5/24/2013,6/29/2013,09:23,4.548976368,5.178144166,5.952127015,5.354611657,3.074877071,4.994925925,3.215324089,4.754050904,14.68748191,8.382349551,28.01830097,9.190762808,40.10012345,5.431908044,1
6A-A,5/26/2013,6/29/2013,10:11,4.471900826,5.630963417,4.603339331,5.366345964,2.608947106,4.671769258,2.811016186,4.946646945,14.64366382,8.078363819,25.13314592,8.139572716,34.94926895,5.106611107,1
6A-B,5/26/2013,6/29/2013,10:30,4.475383447,5.205769203,4.428190601,4.767506371,2.939624636,4.263267526,3.117559302,5.34733298,15.63396111,8.214477585,27.28817819,7.980980015,40.25670947,6.071125513,1
6A-B,5/28/2013,6/29/2013,13:18,4.246754643,4.570434224,4.110754797,4.951400812,2.627626496,5.333488539,2.87015017,4.86540543,13.58437485,7.882570964,25.8349449,7.87921703,32.26104911,4.712427188,1
6A-C,5/26/2013,6/29/2013,10:03,4.634536439,5.351628257,5.367282366,4.227958964,3.318524522,4.37538684,3.849411643,5.167707519,14.29819908,8.071780039,26.02810439,9.562768218,37.85862134,5.210470708,1
6-B,6/7/2013,6/29/2013,14:34,3.318105634,3.4383672,3.464383351,2.985951272,2.591702336,3.904219384,2.597269335,3.646321023,11.61733756,7.269,19.32487599,6.812485303,25.58066176,4.049,1
7,6/7/2013,6/29/2013,16:03,3.946026482,4.674151902,4.084272885,4.400146588,2.59603255,6.005685972,3.030610005,5.535899204,13.36866456,8.156046591,24.48657937,11.47574529,28.76858095,5.267483365,1
7A-A,5/26/2013,6/29/2013,10:33,4.400600073,5.235219289,4.071838037,4.832089817,3.597707742,4.26832801,3.036853635,5.087387149,14.41567983,7.884335165,26.18235881,8.242275535,37.64895924,5.136585734,1
7A-B,5/26/2013,6/29/2013,09:49,4.484979933,4.957874242,5.128082098,5.037481315,3.033448368,5.09972313,3.545160786,4.615884422,14.51440112,7.403064298,24.5141894,8.304755866,34.44184295,4.662,1
8,5/26/2013,6/29/2013,12:14,4.434311333,5.348241767,4.244378518,5.094393487,3.170246205,5.9710242,3.492270465,5.503789331,14.35301338,8.263812982,27.93241481,9.426131391,41.84475561,6.080801263,1
8-A,5/28/2013,6/29/2013,12:59,5.322398426,4.585719682,5.825723131,5.562340604,3.136436832,5.423311258,3.253285416,5.667550176,16.26528131,9.938195862,31.7420886,12.19693474,44.71680794,6.762800012,1
8A,6/5/2013,6/29/2013,15:56,4.718671953,4.973965521,4.214096819,4.689524709,3.318355165,5.24367438,3.142463524,5.184038001,13.55574288,7.745275011,28.35092205,8.76101735,37.85105078,5.756333903,1
8A-A,5/21/2013,6/29/2013,09:47,4.546353264,4.972454122,4.953661474,5.170339737,2.727553666,5.718355358,3.550369699,4.485561949,14.17570556,8.013928687,24.77626415,7.6392372,35.36820404,5.400308232,1
8A-A,5/24/2013,6/29/2013,09:18,4.340665387,4.859162994,4.736349016,5.198040015,3.139623704,5.185553972,2.862179065,4.334217807,14.32850034,8.174073464,25.6061987,7.92711322,35.47959261,4.569632042,1
8A-A,5/26/2013,6/29/2013,11:05,4.250449976,4.448870418,5.140284525,4.0654156,3.022863708,5.566242898,3.373627869,4.508399383,13.68288409,7.868069268,25.81213025,8.551553602,37.45708758,5.456,1
8A-B,5/28/2013,6/29/2013,13:01,4.372719977,5.056233875,4.517591615,4.120950982,3.064821365,5.303300859,2.971546735,4.31913753,13.01812967,7.783326089,24.26573626,7.972224407,36.90485975,5.148501238,1
8A-C,5/26/2013,6/29/2013,11:16,4.345600189,3.953512362,4.402795135,4.622147769,2.846475189,4.801196934,2.712383638,4.813606756,12.93484449,7.503281949,23.82713764,7.360657851,29.85396151,4.53149258,1
8A-C,5/28/2013,6/29/2013,13:03,4.101075225,4.059692846,4.435634115,4.359,3.190767933,3.758,3.022645199,5.400864838,12.73291805,7.829999361,24.28343833,7.741373069,33.41425459,5.263166537,1
