	Trial duration	Arena settings	Recording duration	Date	TimeMissing	Distance moved Center-point Total m	Movement Moving / Center-point Cumulative Duration s	Movement Moving / Center-point Latency to first s	Velocity Center-point Mean m/s
Trial    92	+ 0:05:08.6	Cam7_BL	+ 0:03:51.6	5/28/2013	0	0	-	-	0
Trial    93	+ 0:05:08.6	Cam8_TL	+ 0:03:51.6	5/28/2013	0	0	-	-	0
Trial    94	+ 0:05:08.6	Cam8_TR	+ 0:03:51.6	5/28/2013	0	3.13268	139.804	1.00098	0.0135481
Trial    95	+ 0:05:08.6	Cam8_BR	+ 0:03:51.6	5/28/2013	0	0.181477	89.7545	3.3366	0.000784847
Trial    96	+ 0:05:08.6	Cam8_BL	+ 0:03:51.6	5/28/2013	0	0.995836	38.3709	9.34248	0.00430676
Trial    97	+ 0:03:50.6	T2_Cam1_TL	+ 0:02:52.8	5/28/2013	0	6.06583	156.153	0.33366	0.0351638
Trial    98	+ 0:03:50.6	T2_Cam1_TR	+ 0:02:52.8	5/28/2013	0	0.138118	14.681	0.66732	0.000800676
Trial    99	+ 0:03:50.6	T2_Cam1_BR	+ 0:02:52.8	5/28/2013	0	9.92474	150.147	0.33366	0.057534
Trial   100	+ 0:03:50.6	T2_Cam1_BL	+ 0:02:52.8	5/28/2013	0	0	-	-	0
Trial   101	+ 0:05:08.6	T2_Cam2_TL	+ 0:03:51.6	5/28/2013	0	0.432832	97.7624	0.33366	0.0018719
Trial   102	+ 0:05:08.6	T2_Cam2_TR	+ 0:03:51.6	5/28/2013	0	9.63904	203.533	0.33366	0.0416866
Trial   103	+ 0:05:08.6	T2_Cam2_BR	+ 0:03:51.6	5/28/2013	0	2.32963	122.453	1.6683	0.0101043
Trial   104	+ 0:05:08.6	T2_Cam2_BL	+ 0:03:51.6	5/28/2013	0	0.0482788	41.0402	18.3513	0.000208794
Trial   105	+ 0:05:08.6	T2_Cam3_TL	+ 0:03:51.6	5/28/2013	0	1.94687	143.807	0.66732	0.00841974
Trial   106	+ 0:05:08.6	T2_Cam3_TR	+ 0:03:51.6	5/28/2013	0	13.5477	199.195	2.00196	0.0585907
Trial   107	+ 0:05:08.6	T2_Cam3_BR	+ 0:03:51.6	5/28/2013	0	0.363901	11.0108	15.3484	0.00157379
Trial   108	+ 0:05:08.6	T2_Cam3_BL	+ 0:03:51.6	5/28/2013	0	1.88911	83.415	0.66732	0.00816995
Trial   109	+ 0:05:08.6	T2_Cam4_TL	+ 0:03:51.6	5/28/2013	0	0.285682	74.0725	27.6938	0.00123551
Trial   110	+ 0:05:08.6	T2_Cam4_TR	+ 0:03:51.6	5/28/2013	0	5.33284	145.809	0.66732	0.0230633
Trial   111	+ 0:05:08.6	T2_Cam4_BR	+ 0:03:51.6	5/28/2013	0	6.04703	168.832	1.6683	0.026152
Trial   112	+ 0:05:08.6	T2_Cam4_BL	+ 0:03:51.6	5/28/2013	0	4.63157	169.499	0.33366	0.0200305
Trial   113	+ 0:03:50.6	T2_Cam5_TL	+ 0:02:52.8	5/28/2013	0	0.763672	47.7134	1.6683	0.00442702
Trial   114	+ 0:03:50.6	T2_Cam5_TR	+ 0:02:52.8	5/28/2013	0	7.35303	146.143	0.66732	0.0426257
Trial   115	+ 0:03:50.6	T2_Cam5_BR	+ 0:02:52.8	5/28/2013	0	0.588962	15.3484	2.66928	0.00341423
Trial   116	+ 0:03:50.6	T2_Cam5_BL	+ 0:02:52.8	5/28/2013	0	8.32233	164.161	0.33366	0.0482448
Trial   117	+ 0:05:08.6	T2_Cam6_TL	+ 0:03:51.6	5/28/2013	0	1.22487	92.4238	4.67124	0.00529729
Trial   118	+ 0:05:08.6	T2_Cam6_TR	+ 0:03:51.6	5/28/2013	0	5.40556	146.81	1.6683	0.0233778
Trial   119	+ 0:05:08.6	T2_Cam6_BR	+ 0:03:51.6	5/28/2013	0	7.1554	173.503	0.33366	0.0309454
Trial   120	+ 0:05:08.6	T2_Cam6_BL	+ 0:03:51.6	5/28/2013	0	8.84602	185.515	0.33366	0.0382569
Trial   121	+ 0:05:08.6	T2_Cam7_TL	+ 0:03:51.6	5/28/2013	0	2.76235	144.141	0.33366	0.0119465
Trial   122	+ 0:05:08.6	T2_Cam7_TR	+ 0:03:51.6	5/28/2013	0	0.948532	96.0941	0.33366	0.00410218
Trial   123	+ 0:05:08.6	T2_Cam7_BR	+ 0:03:51.6	5/28/2013	0	1.63357	175.839	1.00098	0.00706479
Trial   124	+ 0:05:08.6	T2_Cam7_BL	+ 0:03:51.6	5/28/2013	0	8.30311	199.195	1.00098	0.035909
Trial   125	+ 0:05:08.6	T2_Cam8_TL	+ 0:03:51.6	5/28/2013	0	2.78677	146.143	0.66732	0.0120521
Trial   126	+ 0:05:08.6	T2_Cam8_TR	+ 0:03:51.6	5/28/2013	0	4.15857	174.504	1.00098	0.0179848
Trial   127	+ 0:05:08.6	T2_Cam8_BR	+ 0:03:51.6	5/28/2013	0	2.89786	149.813	5.67222	0.0125326
Trial   128	+ 0:05:08.6	T2_Cam8_BL	+ 0:03:51.6	5/28/2013	308.6	-	-	-	-
Trial   129	+ 0:05:08.6	Cam2_TR	+ 0:03:51.6	5/28/2013	0	6.63414	187.183	0.66732	0.0286911
Trial   130	+ 0:05:08.6	Cam2_BL	+ 0:03:51.6	5/28/2013	0	1.13925	97.4287	0.33366	0.00492699
