	Trial duration	Arena settings	Recording duration	Date	TimeMissing	Distance moved Center-point Total m	Movement Moving / Center-point Cumulative Duration s	Movement Moving / Center-point Latency to first s	Velocity Center-point Mean m/s
Trial   112	+ 0:02:53.2	T1_Cam1_TL	+ 0:02:53.2	6/2/2013	0	0.818973	64.4	2.4	0.00473943
Trial   113	+ 0:02:53.2	T1_Cam1_TR	+ 0:02:53.2	6/2/2013	0	0.597653	23.2	2	0.00345864
Trial   114	+ 0:02:53.2	T1_Cam1_BR	+ 0:02:53.2	6/2/2013	0	5.81193	136.4	0.8	0.0336339
Trial   115	+ 0:02:53.2	T1_Cam1_BL	+ 0:02:53.2	6/2/2013	0	4.79658	107.6	0.4	0.027758
Trial   116	+ 0:03:51.6	T1_Cam2_TL	+ 0:03:51.6	6/2/2013	0	2.12924	92.4	3.2	0.00927369
Trial   117	+ 0:03:51.6	T1_Cam2_TR	+ 0:03:51.6	6/2/2013	0	1.7777	121.6	0.8	0.00768901
Trial   118	+ 0:03:51.6	T1_Cam2_BR	+ 0:03:51.6	6/2/2013	0	0	-	-	0
Trial   119	+ 0:03:51.6	T1_Cam2_BL	+ 0:03:51.6	6/2/2013	0	6.90297	157.2	0.4	0.0298572
Trial   120	+ 0:03:51.6	T1_Cam3_TL	+ 0:03:51.6	6/2/2013	0	1.4145	111.2	6.8	0.00611808
Trial   121	+ 0:03:51.6	T1_Cam3_TR	+ 0:03:51.6	6/2/2013	0	0.472086	54.8	2.4	0.00204189
Trial   122	+ 0:03:51.6	T1_Cam3_BR	+ 0:03:51.6	6/2/2013	0	0.129288	36.4	16	0.000559203
Trial   123	+ 0:03:51.6	T1_Cam3_BL	+ 0:03:51.6	6/2/2013	0	1.00415	61.6	4.4	0.00434319
Trial   124	+ 0:03:51.6	T1_Cam4_TL	+ 0:03:51.6	6/2/2013	0	2.16058	76.8	0.4	0.00934506
Trial   125	+ 0:03:51.6	T1_Cam4_TR	+ 0:03:51.6	6/2/2013	0	0.591356	50.8	94	0.00255777
Trial   126	+ 0:03:51.6	T1_Cam4_BR	+ 0:03:51.6	6/2/2013	0	0.828476	48.8	0.8	0.00358337
Trial   127	+ 0:03:51.6	T1_Cam4_BL	+ 0:03:51.6	6/2/2013	0	4.93701	139.2	2.8	0.0213538
Trial   128	+ 0:02:53.2	T1_Cam5_TL	+ 0:02:53.2	6/2/2013	0	1.91825	91.2	1.2	0.011101
Trial   129	+ 0:02:53.2	T1_Cam5_TR	+ 0:02:53.2	6/2/2013	0	0.0641295	16.8	28.4	0.00037112
Trial   130	+ 0:02:53.2	T1_Cam5_BR	+ 0:02:53.2	6/2/2013	0	1.51439	85.6	1.2	0.00876384
Trial   131	+ 0:02:53.2	T1_Cam5_BL	+ 0:02:53.2	6/2/2013	0	3.6333	120	2.4	0.0210261
Trial   132	+ 0:03:51.6	T1_Cam6_TL	+ 0:03:51.6	6/2/2013	0	0.334645	30	73.2	0.00144743
Trial   133	+ 0:03:51.6	T1_Cam6_TR	+ 0:03:51.6	6/2/2013	0	3.15892	132.4	7.6	0.0136631
Trial   134	+ 0:03:51.6	T1_Cam6_BR	+ 0:03:51.6	6/2/2013	0	6.88741	163.2	3.2	0.0297899
Trial   135	+ 0:03:51.6	T1_Cam6_BL	+ 0:03:51.6	6/2/2013	0	0.0100099	1.2	198.8	4.33E-05
Trial   136	+ 0:03:51.6	T1_Cam7_TL	+ 0:03:51.6	6/2/2013	0	3.26972	96	10.4	0.0141424
Trial   137	+ 0:03:51.6	T1_Cam7_TR	+ 0:03:51.6	6/2/2013	0	1.29237	69.6	50	0.00558986
Trial   138	+ 0:03:51.6	T1_Cam7_BR	+ 0:03:51.6	6/2/2013	0	5.25941	175.2	1.2	0.0227483
Trial   139	+ 0:03:51.6	T1_Cam7_BL	+ 0:03:51.6	6/2/2013	0	4.28351	130.4	1.2	0.0185273
Trial   140	+ 0:03:51.6	T1_Cam8_TL	+ 0:03:51.6	6/2/2013	0	3.36835	120.4	0.4	0.014569
Trial   141	+ 0:03:51.6	T1_Cam8_TR	+ 0:03:51.6	6/2/2013	0	0.700646	46.4	138	0.00303048
Trial   142	+ 0:03:51.6	T1_Cam8_BR	+ 0:03:51.6	6/2/2013	0	0.0472942	26.4	37.2	0.00020456
Trial   143	+ 0:03:51.6	T1_Cam8_BL	+ 0:03:51.6	6/2/2013	0	1.63604	93.2	1.6	0.00707629
Trial   144	+ 0:02:53.2	T1_Cam9_TR	+ 0:02:53.2	6/2/2013	0	0.0949885	23.2	7.2	0.000549702
Trial   145	+ 0:02:53.2	T1_Cam9_TL	+ 0:02:53.2	6/2/2013	0	0.0288105	4.8	37.2	0.000166727
Trial   146	+ 0:02:53.2	T1_Cam9_BR	+ 0:02:53.2	6/2/2013	0	0.0100225	1.2	142.8	5.80E-05
Trial   147	+ 0:02:53.2	T1_Cam9_BL	+ 0:02:53.2	6/2/2013	0	0.107929	10	38.8	0.000624591
