	Trial duration	Arena settings	Recording duration	Date	TimeMissing	Distance moved Center-point Total m	Movement Moving / Center-point Cumulative Duration s	Movement Moving / Center-point Latency to first s	Velocity Center-point Mean m/s
Trial    58	+ 0:02:05.1	T2_Cam6_BR	+ 0:01:33.6	9/6/2013	0	0.0935885	5.0049	50.3827	0.000999967
Trial    59	+ 0:02:05.1	T2_Cam6_TL	+ 0:01:33.6	9/6/2013	0	0.602331	16.8832	9.77624	0.00643574
Trial    60	+ 0:02:05.1	T2_Cam6_TR	+ 0:01:33.6	9/6/2013	0	0.921634	20.5535	0.734052	0.00984739
Trial    61	+ 0:02:05.1	T2_Cam7_BL	+ 0:01:33.6	9/6/2013	0	3.24405	34.5338	11.1109	0.0346617
Trial    62	+ 0:02:05.1	T2_Cam7_BR	+ 0:01:33.6	9/6/2013	0	0	-	-	0
Trial    63	+ 0:02:05.1	T2_Cam7_TL	+ 0:01:33.6	9/6/2013	0	1.72058	21.9215	0.033366	0.0183839
Trial    64	+ 0:02:05.1	T2_Cam7_TR	+ 0:01:33.6	9/6/2013	0	0.320357	11.4112	0.700686	0.00342292
Trial    65	+ 0:02:05.1	T2_Cam8_BL	+ 0:01:33.6	9/6/2013	0	4.65925	42.9087	0.66732	0.0497828
Trial    66	+ 0:02:05.1	T2_Cam8_BR	+ 0:01:33.6	9/6/2013	0	1.81613	21.7213	0.266928	0.0194049
Trial    67	+ 0:02:05.1	T2_Cam8_TL	+ 0:01:33.6	9/6/2013	0	3.78951	35.6683	0.800784	0.0404899
Trial    68	+ 0:02:05.1	T2_Cam8_TR	+ 0:01:33.6	9/6/2013	0	6.67347	53.1187	0.800784	0.0713041
Trial    69	+ 0:02:05.1	T2_Cam9_BL	+ 0:01:33.6	9/6/2013	0	1.61892	19.9529	9.37585	0.0172977
Trial    70	+ 0:02:05.1	T2_Cam9_BR	+ 0:01:33.6	9/6/2013	0	1.50194	23.9902	6.43964	0.0160478
Trial    71	+ 0:02:05.1	T2_Cam9_TL	+ 0:01:33.6	9/6/2013	0	3.98197	37.5367	0.800784	0.0425462
Trial    72	+ 0:02:05.1	T2_Cam9_TR	+ 0:01:33.6	9/6/2013	0	1.84693	20.053	11.4779	0.0197339
Trial    73	+ 0:02:05.1	T2_Cam2_BL	+ 0:01:33.6	9/6/2013	0	4.75751	40.5397	0.734052	0.0508326
