	Trial duration	Arena settings	Recording duration	Date	TimeMissing	Distance moved Center-point Total m	Movement Moving / Center-point Cumulative Duration s	Movement Moving / Center-point Latency to first s	Velocity Center-point Mean m/s
Trial    84	+ 0:03:50.9	T1_Cam5_TR	+ 0:02:52.8	7/3/2013	0	4.86471	124.455	3.67026	0.0282009
Trial    85	+ 0:05:06.6	T1_Cam6_BL	+ 0:03:54.6	7/3/2013	0	3.48715	155.486	1.33464	0.0148878
Trial    86	+ 0:05:06.6	T1_Cam6_BR	+ 0:03:54.6	7/3/2013	0	0.413405	25.3582	58.3905	0.00176496
Trial    87	+ 0:05:06.6	T1_Cam6_TL	+ 0:03:54.6	7/3/2013	0	0.624055	56.7222	7.00686	0.00266429
Trial    88	+ 0:05:06.6	T1_Cam6_TR	+ 0:03:54.6	7/3/2013	0	5.37232	142.473	6.00588	0.0229361
Trial    89	+ 0:05:06.6	T1_Cam8_BL	+ 0:03:54.6	7/3/2013	0	0.495765	71.4032	1.33464	0.00211658
Trial    90	+ 0:05:06.6	T1_Cam8_BR	+ 0:03:54.6	7/3/2013	0	5.77942	180.844	1.6683	0.0246742
Trial    91	+ 0:05:06.6	T1_Cam8_TL	+ 0:03:54.6	7/3/2013	0	3.26482	129.46	7.00686	0.0139386
Trial    92	+ 0:05:06.6	T1_Cam8_TR	+ 0:03:54.6	7/3/2013	0	0.197953	102.767	3.00294	0.000845124
Trial    93	+ 0:03:50.9	T1_Cam9_BL	+ 0:02:52.8	7/3/2013	0	6.33997	124.455	7.34052	0.036753
Trial    94	+ 0:03:50.9	T1_Cam9_BR	+ 0:02:52.8	7/3/2013	0	0.0135817	2.00196	65.3974	7.87E-05
Trial    95	+ 0:03:50.9	T1_Cam9_TL	+ 0:02:52.8	7/3/2013	0	0.36869	80.7457	2.00196	0.0021373
Trial    96	+ 0:03:50.9	T1_Cam9_TR	+ 0:02:52.8	7/3/2013	0	4.94497	117.115	1.33464	0.0286661
Trial    97	+ 0:03:50.9	T2_Cam1_BL	+ 0:02:52.8	7/3/2013	0	6.12632	115.446	0.33366	0.0355144
Trial    98	+ 0:03:50.9	T2_Cam1_BR	+ 0:02:52.8	7/3/2013	0	5.81257	110.108	0.66732	0.0336956
Trial    99	+ 0:03:50.9	T2_Cam1_TL	+ 0:02:52.8	7/3/2013	0	10.4031	150.814	0.33366	0.0603072
Trial   100	+ 0:03:50.9	T2_Cam1_TR	+ 0:02:52.8	7/3/2013	0	0.0541215	31.0304	6.6732	0.000313744
Trial   101	+ 0:05:06.6	T2_Cam2_BL	+ 0:03:54.6	7/3/2013	0	6.14698	156.82	3.67026	0.0262808
Trial   102	+ 0:05:06.6	T2_Cam2_BR	+ 0:03:54.6	7/3/2013	0	0.0603846	15.0147	50.7163	0.000257801
Trial   103	+ 0:05:06.6	T2_Cam2_TL	+ 0:03:54.6	7/3/2013	0	0	-	-	0
Trial   104	+ 0:05:06.6	T2_Cam2_TR	+ 0:03:54.6	7/3/2013	0	0.609857	73.7389	3.00294	0.00260368
Trial   105	+ 0:05:06.6	T2_Cam4_BL	+ 0:03:54.6	7/3/2013	0	6.62972	137.468	3.00294	0.0283044
Trial   106	+ 0:05:06.6	T2_Cam4_BR	+ 0:03:54.6	7/3/2013	0	4.97647	131.462	1.00098	0.0212765
Trial   107	+ 0:05:06.6	T2_Cam4_TL	+ 0:03:54.6	7/3/2013	0	5.2432	131.128	0.33366	0.0223849
Trial   108	+ 0:05:06.6	T2_Cam4_TR	+ 0:03:54.6	7/3/2013	0	0.0192816	2.00196	32.0314	8.23E-05
Trial   109	+ 0:03:50.9	T2_Cam5_BL	+ 0:02:52.8	7/3/2013	0	3.06918	76.7418	1.6683	0.0177921
Trial   110	+ 0:03:50.9	T2_Cam5_BR	+ 0:02:52.8	7/3/2013	0	6.50009	130.127	0.33366	0.0376812
Trial   111	+ 0:03:50.9	T2_Cam5_TL	+ 0:02:52.8	7/3/2013	0	2.00344	59.3915	5.0049	0.011614
Trial   112	+ 0:03:50.9	T2_Cam5_TR	+ 0:02:52.8	7/3/2013	0	0	-	-	0
Trial   113	+ 0:05:06.6	T2_Cam6_BL	+ 0:03:54.6	7/3/2013	0	0.0623114	21.6879	2.00196	0.000266027
Trial   114	+ 0:05:06.6	T2_Cam6_BR	+ 0:03:54.6	7/3/2013	0	2.33648	115.113	1.33464	0.00997518
Trial   115	+ 0:05:06.6	T2_Cam6_TL	+ 0:03:54.6	7/3/2013	0	0.475685	51.05	6.00588	0.00203085
Trial   116	+ 0:05:06.6	T2_Cam6_TR	+ 0:03:54.6	7/3/2013	0	5.73317	172.169	0.66732	0.0244767
Trial   117	+ 0:05:06.6	T2_Cam7_BL	+ 0:03:54.6	7/3/2013	0	0.23861	91.0892	1.00098	0.0010187
Trial   118	+ 0:05:06.6	T2_Cam7_BR	+ 0:03:54.6	7/3/2013	0	0.0292052	36.0353	6.33954	0.000124686
Trial   119	+ 0:05:06.6	T2_Cam7_TL	+ 0:03:54.6	7/3/2013	0	2.94702	147.478	2.33562	0.0125818
Trial   120	+ 0:05:06.6	T2_Cam7_TR	+ 0:03:54.6	7/3/2013	0	4.08864	160.824	5.0049	0.0174557
Trial   121	+ 0:05:06.6	T2_Cam8_BL	+ 0:03:54.6	7/3/2013	0	1.63072	93.7585	0.33366	0.00696205
Trial   122	+ 0:05:06.6	T2_Cam8_BR	+ 0:03:54.6	7/3/2013	0	0.369612	73.7389	11.3444	0.00157799
Trial   123	+ 0:05:06.6	T2_Cam8_TL	+ 0:03:54.6	7/3/2013	0	0.054013	49.048	6.00588	0.000230599
Trial   124	+ 0:05:06.6	T2_Cam8_TR	+ 0:03:54.6	7/3/2013	0	5.09919	147.811	3.67026	0.0217701
Trial   125	+ 0:03:50.9	T2_Cam9_BL	+ 0:02:52.8	7/3/2013	0	1.96046	101.766	3.3366	0.0113648
Trial   126	+ 0:03:50.9	T2_Cam9_BR	+ 0:02:52.8	7/3/2013	0	3.0484	101.766	9.34248	0.0176717
Trial   127	+ 0:03:50.9	T2_Cam9_TL	+ 0:02:52.8	7/3/2013	0	5.06658	112.777	0.33366	0.0293711
Trial   128	+ 0:03:50.9	T2_Cam9_TR	+ 0:02:52.8	7/3/2013	0	1.55827	40.7065	5.33856	0.00987363
