	Trial duration	Arena settings	Recording duration	Date	TimeMissing	Distance moved Center-point Total m	Movement Moving / Center-point Cumulative Duration s	Movement Moving / Center-point Latency to first s	Velocity Center-point Mean m/s
Trial    55	+ 0:09:55.5	T2.C5.TR	+ 0:07:26.7	6/3/2013	0	0.121291	32.96	294.08	0.00027171
Trial    56	+ 0:09:55.5	T2.C5.TL	+ 0:07:26.7	6/3/2013	0	6.52728	265.6	0.96	0.014622
Trial    57	+ 0:09:55.5	T2.C6.BR	+ 0:07:26.7	6/3/2013	0	0.0100054	0.96	318.72	2.24E-05
Trial    58	+ 0:09:55.5	T2.C6.BL	+ 0:07:26.7	6/3/2013	0	0.0100074	0.96	392.96	2.24E-05
Trial    59	+ 0:09:55.5	T2.C6.TR	+ 0:07:26.7	6/3/2013	0	6.17466	283.84	5.76	0.0138321
Trial    60	+ 0:09:55.5	T2.C6.TL	+ 0:07:26.7	6/3/2013	0	12.2127	373.76	1.6	0.0273581
Trial    61	+ 0:09:55.5	T2.C7.BR	+ 0:07:26.7	6/3/2013	0	1.21548	190.72	2.56	0.00272284
Trial    62	+ 0:09:55.5	T2.C7.BL	+ 0:07:26.7	6/3/2013	0	3.50876	202.56	0.64	0.00786013
Trial    63	+ 0:09:55.5	T2.C7.TR	+ 0:07:26.7	6/3/2013	0	5.51907	279.36	0.96	0.0123635
Trial    64	+ 0:09:55.5	T2.C7.TL	+ 0:07:26.7	6/3/2013	0	0.229921	72.32	87.36	0.000515055
Trial    65	+ 0:09:55.5	T2.C8.BR	+ 0:07:26.7	6/3/2013	0	5.00035	283.2	0.96	0.0112015
Trial    66	+ 0:09:55.5	T2.C8.BL	+ 0:07:26.7	6/3/2013	0	11.3102	333.44	2.56	0.0253364
Trial    67	+ 0:09:55.5	T2.C8.TR	+ 0:07:26.7	6/3/2013	0	0.375473	137.28	1.92	0.000841114
Trial    68	+ 0:09:55.5	T2.C8.TL	+ 0:07:26.7	6/3/2013	0	5.9831	300.8	0.64	0.013403
Trial    69	+ 0:08:39.7	T2.C9.BR	+ 0:06:29.8	6/3/2013	0	0.0200126	1.92	187.84	5.14E-05
Trial    70	+ 0:08:39.7	T2.C9.BL	+ 0:06:29.8	6/3/2013	0	5.00772	228.48	1.28	0.0128588
Trial    71	+ 0:08:39.7	T2.C9.TR	+ 0:06:29.8	6/3/2013	0	3.57096	164.16	0.32	0.00916946
Trial    72	+ 0:08:39.7	T2.C9.TL	+ 0:06:29.8	6/3/2013	0	0.0799031	12.48	2.88	0.000205174
