	Trial duration	Arena settings	Recording duration	Date	TimeMissing	Distance moved Center-point Total m	Movement Moving / Center-point Cumulative Duration s	Movement Moving / Center-point Latency to first s	Velocity Center-point Mean m/s
Trial   112	+ 0:10:24.3	C8.TL	+ 0:07:48.2	6/10/2013	0	0.0546689	6.72	104.32	0.000116854
Trial   113	+ 0:10:24.3	C8.TR	+ 0:07:48.2	6/10/2013	0	0	-	-	0
Trial   114	+ 0:10:24.3	T2.C1.BL	+ 0:07:48.2	6/10/2013	0	3.62493	194.057	3.20314	0.00774683
Trial   115	+ 0:10:24.3	T2.C1.BR	+ 0:07:48.2	6/10/2013	0	0.311928	116.114	2.40235	0.000666619
Trial   116	+ 0:10:24.3	T2.C1.TL	+ 0:07:48.2	6/10/2013	0	5.14222	257.852	0.800784	0.0109894
Trial   117	+ 0:10:24.3	T2.C1.TR	+ 0:07:48.2	6/10/2013	0	6.53117	292.019	1.60157	0.0139577
Trial   118	+ 0:10:24.3	T2.C2.BL	+ 0:07:48.2	6/10/2013	0	6.58649	253.582	1.33464	0.014076
Trial   119	+ 0:10:24.3	T2.C2.BR	+ 0:07:48.2	6/10/2013	0	7.16174	265.326	0.800784	0.0153053
Trial   120	+ 0:10:24.3	T2.C2.TL	+ 0:07:48.2	6/10/2013	0	1.77772	151.882	0.800784	0.00379915
Trial   121	+ 0:10:24.3	T2.C2.TR	+ 0:07:48.2	6/10/2013	0	0	-	-	0
Trial   122	+ 0:10:24.3	T2.C4.BL	+ 0:07:48.2	6/10/2013	0	13.6827	370.763	2.40235	0.0292412
Trial   123	+ 0:10:24.3	T2.C4.BR	+ 0:07:48.2	6/10/2013	0	8.11998	281.609	1.8685	0.0173532
Trial   124	+ 0:10:24.3	T2.C4.TL	+ 0:07:48.2	6/10/2013	0	6.84353	269.063	0.266928	0.0146253
Trial   125	+ 0:10:24.3	T2.C4.TR	+ 0:07:48.2	6/10/2013	0	5.78276	261.589	2.13542	0.0123583
Trial   126	+ 0:10:24.3	T2.C5.BL	+ 0:07:48.2	6/10/2013	0	5.93599	252.247	1.33464	0.0126858
Trial   127	+ 0:10:24.3	T2.C5.BR	+ 0:07:48.2	6/10/2013	0	7.51865	294.689	4.53778	0.0160681
Trial   128	+ 0:10:24.3	T2.C5.TL	+ 0:07:48.2	6/10/2013	0	7.18939	276.004	4.53778	0.0153644
Trial   129	+ 0:10:24.3	T2.C5.TR	+ 0:07:48.2	6/10/2013	0	5.4338	266.928	11.4779	0.0116125
Trial   130	+ 0:10:24.3	T2.C6.BL	+ 0:07:48.2	6/10/2013	0	11.0917	365.424	0.533856	0.023704
Trial   131	+ 0:10:24.3	T2.C6.BR	+ 0:07:48.2	6/10/2013	0	4.48843	242.104	2.66928	0.0095922
Trial   132	+ 0:10:24.3	T2.C6.TL	+ 0:07:48.2	6/10/2013	0	4.10854	236.231	2.40235	0.00878035
Trial   133	+ 0:10:24.3	T2.C6.TR	+ 0:07:48.2	6/10/2013	0	5.71671	260.789	3.47006	0.0122172
Trial   134	+ 0:10:24.3	T2.C7.BL	+ 0:07:48.2	6/10/2013	0	3.27536	233.295	0.266928	0.00699976
Trial   135	+ 0:10:24.3	T2.C7.BR	+ 0:07:48.2	6/10/2013	0	5.51858	266.661	0.533856	0.0117937
Trial   136	+ 0:10:24.3	T2.C7.TL	+ 0:07:48.2	6/10/2013	0	3.66058	221.283	1.8685	0.00782302
Trial   137	+ 0:10:24.3	T2.C7.TR	+ 0:07:48.2	6/10/2013	0	2.12409	113.711	85.417	0.00453939
Trial   138	+ 0:10:24.3	T2.C8.BL	+ 0:07:48.2	6/10/2013	0	3.01791	191.654	2.66928	0.00644956
Trial   139	+ 0:10:24.3	T2.C8.BR	+ 0:07:48.2	6/10/2013	0	3.36235	230.359	1.06771	0.00718566
Trial   140	+ 0:10:24.3	T2.C8.TL	+ 0:07:48.2	6/10/2013	0	8.93745	313.373	0.533856	0.0191002
Trial   141	+ 0:10:24.1	T2.C8.TR	+ 0:07:47.9	6/10/2013	0	9.97959	358.217	0.533856	0.0213395
Trial   142	+ 0:09:04.3	C9.BR	+ 0:06:48.3	6/10/2013	0	0.942535	86.4	14.08	0.00231013
Trial   143	+ 0:09:04.3	C9.TL	+ 0:06:48.3	6/10/2013	0	3.52253	200	1.28	0.00863365
Trial   144	+ 0:09:04.3	C9.TR	+ 0:06:48.3	6/10/2013	0	1.12854	99.52	9.28	0.00276603
Trial   145	+ 0:09:04.5	T2.C9.BL	+ 0:06:48.4	6/10/2013	0	7.62377	302.429	1.8685	0.0186796
Trial   146	+ 0:09:04.5	T2.C9.BR	+ 0:06:48.4	6/10/2013	0	7.64722	290.952	3.47006	0.0187371
Trial   147	+ 0:09:04.5	T2.C9.TL	+ 0:06:48.4	6/10/2013	0	0.242945	90.7555	1.60157	0.000595259
Trial   148	+ 0:09:04.5	T2.C9.TR	+ 0:06:48.4	6/10/2013	0	3.20285	215.411	1.33464	0.00784757
Trial   149	+ 0:09:04.3	C9.BL	+ 0:06:48.3	6/10/2013	0	0.743207	29.44	12.8	0.00182159
Trial   150	+ 0:10:24.3	C1.BL	+ 0:07:48.2	6/10/2013	0	10.3201	324.16	0.96	0.022059
Trial   151	+ 0:10:24.3	C1.BR	+ 0:07:48.2	6/10/2013	0	0.457231	193.6	2.88	0.000977324
Trial   152	+ 0:10:24.3	C1.TL	+ 0:07:48.2	6/10/2013	0	4.60904	221.76	7.68	0.00985175
