	Trial duration	Arena settings	Recording duration	Date	TimeMissing	Distance moved Center-point Total m	Movement Moving / Center-point Cumulative Duration s	Movement Moving / Center-point Latency to first s	Velocity Center-point Mean m/s
Trial    15	+ 0:10:24.6	Cam4_TL	+ 0:07:48.5	6/12/2013	0	0.313466	135.8	7.67418	0.00066962
Trial    16	+ 0:10:24.6	Cam4_TR	+ 0:07:48.5	6/12/2013	0	0.596206	163.16	0.66732	0.0012736
Trial    17	+ 0:10:24.6	Cam5_BL	+ 0:07:48.5	6/12/2013	0	0.0186315	45.0441	11.6781	3.98E-05
Trial    18	+ 0:10:24.6	Cam5_BR	+ 0:07:48.5	6/12/2013	0	1.72395	184.18	2.33562	0.00368266
Trial    19	+ 0:10:24.6	Cam5_TL	+ 0:07:48.5	6/12/2013	0	0.1176	75.4072	9.00882	0.000251216
Trial    20	+ 0:10:24.6	Cam5_TR	+ 0:07:48.5	6/12/2013	0	0.16208	110.108	3.00294	0.000346233
Trial    21	+ 0:10:24.6	Cam6_BL	+ 0:07:48.5	6/12/2013	0	0	-	-	0
Trial    22	+ 0:10:24.6	Cam6_BR	+ 0:07:48.5	6/12/2013	0	0.047031	68.0666	8.00784	0.000100467
Trial    23	+ 0:10:24.6	Cam6_TL	+ 0:07:48.5	6/12/2013	0	0.044049	27.0265	293.287	9.41E-05
Trial    24	+ 0:10:24.6	Cam6_TR	+ 0:07:48.5	6/12/2013	0	0.0781334	100.098	7.00686	0.000166907
Trial    25	+ 0:10:24.6	Cam7_BL	+ 0:07:48.5	6/12/2013	0	1.57358	171.835	4.33758	0.00336145
Trial    26	+ 0:10:24.6	Cam7_BR	+ 0:07:48.5	6/12/2013	0	2.03438	187.183	1.00098	0.0043458
Trial    27	+ 0:10:24.6	Cam7_TL	+ 0:07:48.5	6/12/2013	0	3.68971	273.601	2.00196	0.00788188
Trial    28	+ 0:10:24.6	Cam7_TR	+ 0:07:48.5	6/12/2013	0	0.0208367	17.0167	4.00392	4.45E-05
Trial    29	+ 0:10:24.6	Cam8_BL	+ 0:07:48.5	6/12/2013	0	0.0278693	28.0274	9.67614	5.95E-05
Trial    30	+ 0:10:24.6	Cam8_TR	+ 0:07:48.5	6/12/2013	0	0.557238	151.815	4.67124	0.00119036
Trial    31	+ 0:10:24.6	cam8_BR	+ 0:07:48.5	6/12/2013	0	0.0302771	27.0265	29.3621	6.47E-05
Trial    32	+ 0:10:24.6	Cam8_TL	+ 0:07:48.5	6/12/2013	0	3.14554	168.832	1.33464	0.00671943
Trial    37	+ 0:10:24.6	T2_Cam1_BL	+ 0:07:48.5	6/12/2013	0	0.346419	100.432	3.67026	0.000740014
Trial    38	+ 0:10:24.6	T2_Cam1_BR	+ 0:07:48.5	6/12/2013	0	3.10765	187.851	1.33464	0.00663851
Trial    39	+ 0:10:24.6	T2_Cam2_BL	+ 0:07:48.5	6/12/2013	0	0	-	-	0
Trial    40	+ 0:10:24.6	T2_Cam2_BR	+ 0:07:48.5	6/12/2013	0	7.94324	299.627	1.00098	0.0169682
Trial    41	+ 0:10:24.6	T2_Cam2_TL	+ 0:07:48.5	6/12/2013	0	0	-	-	0
Trial    42	+ 0:10:24.6	T2_Cam2_TR	+ 0:07:48.5	6/12/2013	0	0.936447	181.845	3.67026	0.00200042
Trial    43	+ 0:10:24.6	T2_Cam3_BL	+ 0:07:48.5	6/12/2013	0	0.962949	81.413	4.00392	0.00205997
Trial    44	+ 0:10:24.6	T2_Cam3_BR	+ 0:07:48.5	6/12/2013	0	0	-	-	0
Trial    45	+ 0:10:24.6	T2_Cam3_TL	+ 0:07:48.5	6/12/2013	0	0.892895	63.3954	81.0794	0.00190739
Trial    46	+ 0:10:24.6	T2_Cam3_TR	+ 0:07:48.5	6/12/2013	0	0.780256	73.0715	100.098	0.00166677
Trial    47	+ 0:10:24.6	T2_Cam4_BL	+ 0:07:48.5	6/12/2013	0	5.47282	284.612	1.33464	0.0116909
Trial    48	+ 0:10:24.6	T2_Cam4_BR	+ 0:07:48.5	6/12/2013	0	1.78288	99.7643	143.14	0.00380855
Trial    49	+ 0:10:24.6	T2_Cam4_TL	+ 0:07:48.5	6/12/2013	0	2.40684	184.514	1.00098	0.00514145
Trial    50	+ 0:10:24.6	T2_Cam4_TR	+ 0:07:48.5	6/12/2013	0	0.374292	67.3993	1.6683	0.000799555
Trial    53	+ 0:10:24.6	T2_Cam5_TL	+ 0:07:48.5	6/12/2013	0	4.88698	280.608	3.67026	0.0104395
Trial    54	+ 0:10:24.6	T2_Cam5_TR	+ 0:07:48.5	6/12/2013	0	5.78987	273.601	0.66732	0.0123682
Trial    55	+ 0:10:24.6	T2_Cam6_BL	+ 0:07:48.5	6/12/2013	0	0.0301237	15.0147	185.849	6.43E-05
Trial    56	+ 0:10:24.6	T2_Cam6_BR	+ 0:07:48.5	6/12/2013	0	0.236644	131.128	4.33758	0.000505514
Trial    57	+ 0:10:24.6	T2_Cam6_TL	+ 0:07:48.5	6/12/2013	0	4.94653	235.23	3.00294	0.0105667
Trial    58	+ 0:10:24.6	T2_Cam6_TR	+ 0:07:48.5	6/12/2013	0	0.124933	66.0647	11.6781	0.000266879
Trial    59	+ 0:10:24.6	T2_Cam7_BL	+ 0:07:48.5	6/12/2013	0	4.23361	245.574	4.00392	0.00904375
Trial    60	+ 0:10:24.6	T2_Cam7_BR	+ 0:07:48.5	6/12/2013	0	5.83622	240.235	0.33366	0.0124672
Trial    61	+ 0:10:24.6	T2_Cam7_TL	+ 0:07:48.5	6/12/2013	0	0	-	-	0
Trial    62	+ 0:10:24.6	T2_Cam7_TR	+ 0:07:48.5	6/12/2013	0	4.0788	219.882	2.66928	0.00871306
Trial    63	+ 0:10:24.6	T2_Cam8_BL	+ 0:07:48.5	6/12/2013	0	2.57891	234.897	1.00098	0.00550903
Trial    64	+ 0:10:24.6	T2_Cam8_BR	+ 0:07:48.5	6/12/2013	0	2.15669	117.115	0.66732	0.00460707
Trial    65	+ 0:10:24.6	T2_Cam8_TL	+ 0:07:48.5	6/12/2013	0	2.06315	176.84	3.3366	0.00440727
Trial    66	+ 0:10:24.6	T2_Cam8_TR	+ 0:07:48.5	6/12/2013	0	6.18543	186.182	50.7163	0.0132132
Trial    71	+ 0:10:24.6	T2_Cam5_BL	+ 0:07:48.5	6/12/2013	0	0	-	-	0
Trial    72	+ 0:10:24.6	T2_Cam5_BR	+ 0:07:48.5	6/12/2013	0	0.144779	66.3983	0.66732	0.000309275
Trial    73	+ 0:09:04.5	Cam9_BL	+ 0:06:48.4	6/12/2013	0	0.714423	102.1	0.66732	0.0017565
Trial    74	+ 0:09:04.5	Cam9_BR	+ 0:06:48.4	6/12/2013	0	2.4484	192.188	12.3454	0.00600001
Trial    75	+ 0:09:04.5	Cam9_TL	+ 0:06:48.4	6/12/2013	0	2.69185	153.15	2.66928	0.00659661
Trial    76	+ 0:09:04.5	Cam9_TR	+ 0:06:48.4	6/12/2013	0	0	-	-	0
Trial    77	+ 0:09:04.5	T2_Cam9_BL	+ 0:06:48.4	6/12/2013	0	3.12662	192.522	6.00588	0.00766204
Trial    78	+ 0:09:04.5	T2_Cam9_BR	+ 0:06:48.4	6/12/2013	0	5.7107	222.885	6.6732	0.0139946
Trial    79	+ 0:09:04.5	T2_Cam9_TL	+ 0:06:48.4	6/12/2013	0	1.26748	153.15	1.00098	0.00310608
