	Trial duration	Arena settings	Recording duration	Date	TimeMissing	Distance moved Center-point Total m	Movement Moving / Center-point Cumulative Duration s	Movement Moving / Center-point Latency to first s	Velocity Center-point Mean m/s
Trial    40	+ 0:10:24.6	T2_Cam3_BL	+ 0:07:48.5	7/12/2013	0	0.134742	75.0735	30.3631	0.000287833
Trial    41	+ 0:10:24.6	T2_Cam3_BR	+ 0:07:48.5	7/12/2013	0	0.994962	131.462	5.67222	0.00212542
Trial    42	+ 0:10:24.6	T2_Cam3_TL	+ 0:07:48.5	7/12/2013	0	0	-	-	0
Trial    43	+ 0:10:24.6	T2_Cam3_TR	+ 0:07:48.5	7/12/2013	0	3.75711	226.555	3.67026	0.00802588
Trial    44	+ 0:10:24.6	T2_Cam4_BL	+ 0:07:48.5	7/12/2013	0	3.82385	205.535	7.00686	0.00816844
Trial    45	+ 0:10:24.6	T2_Cam4_BR	+ 0:07:48.5	7/12/2013	0	0.00142907	3.00294	100.098	3.05E-06
Trial    46	+ 0:10:24.6	T2_Cam4_TL	+ 0:07:48.5	7/12/2013	0	0.539136	90.7555	4.67124	0.00115169
Trial    47	+ 0:10:24.6	T2_Cam4_TR	+ 0:07:48.5	7/12/2013	0	3.71241	187.851	3.67026	0.00793038
Trial    48	+ 0:10:24.6	T2_Cam5_BL	+ 0:07:48.5	7/12/2013	0	0.628347	164.161	8.00784	0.00134226
Trial    49	+ 0:10:24.6	T2_Cam5_BR	+ 0:07:48.5	7/12/2013	0	0	-	-	0
Trial    50	+ 0:10:24.6	T2_Cam5_TL	+ 0:07:48.5	7/12/2013	0	0	-	-	0
Trial    51	+ 0:10:24.6	T2_Cam5_TR	+ 0:07:48.5	7/12/2013	0	0.102077	18.0176	27.3601	0.000218054
Trial    52	+ 0:10:24.6	T2_Cam6_BL	+ 0:07:48.5	7/12/2013	0	0	-	-	0
Trial    53	+ 0:10:24.6	T2_Cam6_BR	+ 0:07:48.5	7/12/2013	0	0.0997962	30.0294	90.7555	0.000213183
Trial    54	+ 0:10:24.6	T2_Cam6_TL	+ 0:07:48.5	7/12/2013	0	0.252747	32.6987	107.439	0.000539915
Trial    55	+ 0:10:24.6	T2_Cam6_TR	+ 0:07:48.5	7/12/2013	0	0.103391	95.4268	4.33758	0.000220863
Trial    56	+ 0:10:24.3	T2_Cam8_BL	+ 0:07:48.1	7/12/2013	0	5.25518	263.925	4.67124	0.011234
Trial    57	+ 0:10:24.3	T2_Cam8_BR	+ 0:07:48.1	7/12/2013	0	0.0230253	3.00294	249.911	4.92E-05
Trial    58	+ 0:10:24.3	T2_Cam8_TL	+ 0:07:48.1	7/12/2013	0	4.18944	181.511	6.33954	0.00895578
Trial    59	+ 0:10:24.3	T2_Cam8_TR	+ 0:07:48.1	7/12/2013	0	0.0118952	3.00294	152.816	2.54E-05
Trial    64	+ 0:09:04.9	Cam9_BL	+ 0:06:46.7	7/12/2013	0	0.0441506	58.0568	9.34248	0.000108639
Trial    65	+ 0:09:04.9	Cam9_BR	+ 0:06:46.7	7/12/2013	0	0	-	-	0
Trial    66	+ 0:09:04.9	Cam9_TL	+ 0:06:46.7	7/12/2013	0	2.29271	162.826	5.67222	0.00564155
Trial    67	+ 0:09:04.9	Cam9_TR	+ 0:06:46.7	7/12/2013	0	1.51412	131.462	23.6899	0.0037257
Trial    68	+ 0:09:04.9	T2_Cam9_BL	+ 0:06:46.7	7/12/2013	0	0.248426	48.3807	11.0108	0.000611288
Trial    69	+ 0:09:04.9	T2_Cam9_BR	+ 0:06:46.7	7/12/2013	0	5.88444	234.897	2.33562	0.0144795
Trial    70	+ 0:09:04.9	T2_Cam9_TL	+ 0:06:46.7	7/12/2013	0	2.767	146.477	0.66732	0.00680859
Trial    71	+ 0:09:04.9	T2_Cam9_TR	+ 0:06:46.7	7/12/2013	0	0.109082	85.0833	10.6771	0.000268412
